Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Telemark,2009-2018,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",47.1037068769778
Telemark,2009-2018,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",43.899305787545
Telemark,2009-2018,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",55.1866119133701
Telemark,2009-2018,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",34.498198768854
Telemark,2009-2018,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",78.3451963211812
Telemark,2009-2018,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",3.76852537415189
Telemark,2009-2018,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",10.2838172092302
Telemark,2009-2018,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",8.98356899241174
Telemark,2009-2018,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1070.1879363445
Telemark,2009-2018,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",116.19083071964
Telemark,2009-2018,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",112.136462078757
Telemark,2009-2018,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",127.010027157162
Telemark,2009-2018,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",75.3390172121915
Telemark,2009-2018,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2792.6413659229
Telemark,2009-2018,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",419.712827318817
Telemark,2009-2018,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",278.266188543357
Telemark,2009-2018,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",541.710414388154
Telemark,2009-2018,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",138.306151626214
Telemark,2009-2018,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",697.434083919522
Telemark,2009-2018,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",79.710574281608
Telemark,2009-2018,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",67.7659618857247
Telemark,2009-2018,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",98.9929960384209
Telemark,2009-2018,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",42.2576837217667
Telemark,2009-2018,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",204.624353276794
Telemark,2009-2018,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",487.1069055109
Telemark,2009-2018,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",52.3107324189629
Telemark,2009-2018,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",44.2722257265245
Telemark,2009-2018,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",57.7586787511271
Telemark,2009-2018,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.4621216029037
Telemark,2009-2018,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",154.325001354651
Telemark,2009-2018,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",59.9587602786067
Telemark,2009-2018,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Telemark,2009-2018,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Telemark,2009-2018,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",6.83755309587203
Telemark,2009-2018,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Telemark,2009-2018,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1180.0735212076
Telemark,2009-2018,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Telemark,2009-2018,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Telemark,2009-2018,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",140.281734058752
Telemark,2009-2018,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Telemark,2009-2018,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3673.55149780603
Telemark,2009-2018,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",467.924826657291
Telemark,2009-2018,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",399.714724896395
Telemark,2009-2018,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",683.17696932839
Telemark,2009-2018,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",165.516509598291
Telemark,2009-2018,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2009-2018,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",915.794365627869
Telemark,2009-2018,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",584.92792331388
Telemark,2009-2018,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",72.4340597920138
Telemark,2009-2018,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",56.7194492259144
Telemark,2009-2018,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",86.6106153762071
Telemark,2009-2018,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",42.760391681849
Telemark,2009-2018,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",126.031775585813
Telemark,2009-2018,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",12.8541011038657
Telemark,2009-2018,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",432.00092939357
Telemark,2009-2018,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",41.7100126358965
Telemark,2009-2018,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",43.5330426170534
Telemark,2009-2018,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",52.5427204497516
Telemark,2009-2018,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",35.5737405985621
Telemark,2009-2018,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",110.962727362218
Telemark,2009-2018,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",12.9870680710386
Telemark,2009-2018,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",97.7414162209139
Telemark,2009-2018,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",13.9137244378513
Telemark,2009-2018,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",26.7817264633776
Telemark,2009-2018,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",11.5232668667451
Telemark,2009-2018,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",958.547581859785
Telemark,2009-2018,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",113.613126556577
Telemark,2009-2018,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",243.752847278856
Telemark,2009-2018,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",15.4725798792691
Telemark,2009-2018,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2150.78760597424
Telemark,2009-2018,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",384.181896146812
Telemark,2009-2018,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",192.469694710584
Telemark,2009-2018,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",435.853175151008
Telemark,2009-2018,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",116.950276732407
Telemark,2009-2018,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",279.707393019524
Telemark,2009-2018,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",11.5497092359635
Telemark,2009-2018,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",642.391409936239
Telemark,2010-2019,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",77.3826681523741
Telemark,2010-2019,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",62.7128953455228
Telemark,2010-2019,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",95.7727104162533
Telemark,2010-2019,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",43.8086502820664
Telemark,2010-2019,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",64.5776700757837
Telemark,2010-2019,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",459.258133649196
Telemark,2010-2019,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",47.7133501048345
Telemark,2010-2019,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",43.4263428658646
Telemark,2010-2019,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",56.9203077721072
Telemark,2010-2019,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",35.3662370534014
Telemark,2010-2019,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",79.8042321405945
Telemark,2010-2019,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",4.2319679105658
Telemark,2010-2019,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",10.5982799365082
Telemark,2010-2019,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",9.17710990837731
Telemark,2010-2019,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1066.31764246968
Telemark,2010-2019,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",117.034403897211
Telemark,2010-2019,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",110.893668316247
Telemark,2010-2019,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",131.048346161289
Telemark,2010-2019,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",77.3079749730491
Telemark,2010-2019,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2817.85101488242
Telemark,2010-2019,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",429.742455939021
Telemark,2010-2019,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",290.724133631634
Telemark,2010-2019,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",558.774193448358
Telemark,2010-2019,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",144.23720457844
Telemark,2010-2019,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2010-2019,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2010-2019,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",693.34764981402
Telemark,2010-2019,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",79.571713480273
Telemark,2010-2019,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",67.844580839945
Telemark,2010-2019,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",100.536685312794
Telemark,2010-2019,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",42.0934894934176
Telemark,2010-2019,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2010-2019,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2010-2019,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",197.190973353693
Telemark,2010-2019,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",482.12763737597
Telemark,2010-2019,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",51.9479670212676
Telemark,2010-2019,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",43.7356407781252
Telemark,2010-2019,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",57.7406757467071
Telemark,2010-2019,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",32.4044433257227
Telemark,2010-2019,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Telemark,2010-2019,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2010-2019,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",149.269661265293
Telemark,2010-2019,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",61.6775096299939
