Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Parent in Telemark,Employees,Org. nr._str
Norsk spesialolje as avd Bamble,995652463,983716245,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,38.32,Drift av deponi og permanent lagring av avfall,,,,,BEDR,Bamble,False,12.0,995652463
Nye veier as avd e18 landgangen - dørdal,917739153,915488099,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,42.11,Bygging av veier og motorveier,,,,,BEDR,Bamble,False,12.0,917739153
Coop sørøst sa avd 2820 extra Seljord,929845846,947456415,12.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Seljord,False,12.0,929845846
Coop sørøst sa avd 1195 coop prix herre,973142305,947456415,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Bamble,False,12.0,973142305
Coop sørøst sa avd 1175 extra kongsberveien,973144219,947456415,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Notodden,False,12.0,973144219
Norsk butikkdrift as extra brugata avd 4718,973233580,931186744,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Nome,False,12.0,973233580
Europris kjørbekk 572,920838545,987553014,12.0,Underenhet,,,,,Fredrikstad,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,False,12.0,920838545
Europris Seljord 445,989935747,987553014,12.0,Underenhet,,,,,Fredrikstad,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Seljord,False,12.0,989935747
Kid interiør as 40 avd Skien,982457726,958467095,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Skien,False,12.0,982457726
Kid interiør as 83 avd down town Porsgrunn,986924841,958467095,12.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Porsgrunn,False,12.0,986924841
Mestergruppen byggevare as avd rugtvedt,974316811,997166221,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Bamble,False,12.0,974316811
Jysk Porsgrunn avd 520,995321130,947477129,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.551,"Detaljhandel med møbler, gjelder også madrasser",,,,,BEDR,Porsgrunn,False,12.0,995321130
Elektroimportøren Norge as avd Skien,919823011,914939828,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.552,Detaljhandel med belysningsartikler,,,,,BEDR,Skien,False,12.0,919823011
Kappahl as avd 419 Notodden,934618203,947659138,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Notodden,False,12.0,934618203
Cubus down town Porsgrunn avd 839,973151924,939522719,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,False,12.0,973151924
Apotek 1 tuven senter,926043633,983044778,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Notodden,False,12.0,926043633
Boots apotek brotorvet,971670819,982547822,12.0,Underenhet,,,,,Bamble,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Bamble,False,12.0,971670819
Normal Norge as avd no1084 bø i Telemark bøsenteret,922850518,917019738,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Midt-Telemark,False,12.0,922850518
Rituals cosmetics Norway as avd Skien herkules,923620141,913952812,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,False,12.0,923620141
Kicks Norge as avd 660 herkules Skien,972153486,983415687,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,False,12.0,972153486
Plantasjen Norge as avd Skien,987924934,937087977,12.0,Underenhet,,,,,Kongsvinger,Underenhet til næringsdrivende og offentlig forvaltning,47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",,,,,BEDR,Skien,False,12.0,987924934
4service landanlegg as 3490 camp Skien,933965252,996164748,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.22,Kantinedrift og annen cateringvirksomhet,,,,,BEDR,Skien,False,12.0,933965252
Alti forvaltning as alti brotorvet,922024804,919779535,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.2,Utleie av egen eller leid fast eiendom,,,,,BEDR,Bamble,False,12.0,922024804
Corvus energy as avd grenland,999587933,914888646,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Skien,False,12.0,999587933
Statens vegvesen langangen kontrollstasjon,932613255,971032081,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Porsgrunn,False,12.0,932613255
Kjøpmannshuset Norge as region sørøst-avd Porsgrunn,982228271,977263646,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,82.99,Annen forretningsmessig tjenesteyting ikke nevnt annet sted,,,,,BEDR,Porsgrunn,False,12.0,982228271
Tannféen Porsgrunn,920218598,913062868,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,86.23,Tannlegetjenester,,,,,BEDR,Porsgrunn,False,12.0,920218598
Stendi as region sør ot hoppestadveien,998825520,985194653,12.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",,,,,BEDR,Skien,False,12.0,998825520
Stendi as omsorgstjenester sør avd ot gimsøy,919857277,985194653,12.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.3,Omsorgstjenester i botilbud for eldre eller personer med fysisk funksjonsnedsettelse,,,,,BEDR,Skien,False,12.0,919857277
Human care ung as avd raskelundkroken,929509242,925036226,12.0,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Porsgrunn,False,12.0,929509242
Naf as naf senteret Skien 4306,975025071,987372540,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Skien,False,12.0,975025071
Aven holmestrand as avd solvang,974107961,916494777,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,16.24,Produksjon av treemballasje,,,,,BEDR,Porsgrunn,False,11.0,974107961
Nordan as avd Porsgrunn,979847661,979776233,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,16.25,Produksjon av dører og vinduer i tre,,,,,BEDR,Porsgrunn,False,11.0,979847661
Nordic electrofuel AS,916084110,916066317,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,20.59,Produksjon av andre kjemiske produkter ikke nevnt annet sted,,,,,BEDR,Porsgrunn,False,11.0,916084110
Nci marine as avd brevik,915302483,915286402,11.0,Underenhet,,,,,Vestnes,Underenhet til næringsdrivende og offentlig forvaltning,25.51,Overflatebehandling av metaller,,,,,BEDR,Porsgrunn,False,11.0,915302483
A.r.k. bygg system AS,930540404,930517216,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,41.0,Oppføring av bygninger,,,,,BEDR,Drangedal,False,11.0,930540404
Bane nor neslandsvatn,932303418,917082308,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,42.12,Bygging av jernbaner og undergrunnsbaner,,,,,BEDR,Drangedal,False,11.0,932303418
Olimb rørfornying as avd grenland,926179500,997447018,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,42.21,Bygging av vann- og kloakkanlegg,,,,,BEDR,Skien,False,11.0,926179500
Gk Norge as avd Notodden elektro,872027432,915892981,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.21,Elektrisk installasjonsarbeid,,,,,BEDR,Notodden,False,11.0,872027432
Fiber.no AS,914280354,914275504,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.21,Elektrisk installasjonsarbeid,,,,,BEDR,Kragerø,False,11.0,914280354
Nokas teknikk sør as avd Skien låsevirksomhet,995892308,979276141,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.21,Elektrisk installasjonsarbeid,,,,,BEDR,Skien,False,11.0,995892308
Onninen as avd Skien,972215953,979692900,11.0,Underenhet,,,,,Lillestrøm,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,False,11.0,972215953
Coop sørøst sa avd 2735 extra plesner,875822462,947456415,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,False,11.0,875822462
Norsk butikkdrift as extra helle avd 4717,971733284,931186744,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Kragerø,False,11.0,971733284
Europris langrønningen 443,984954433,987553014,11.0,Underenhet,,,,,Fredrikstad,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Bamble,False,11.0,984954433
Vinmonopolet as butikk Skien,973106821,817209882,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Skien,False,11.0,973106821
Vinmonopolet as butikk Kragerø,973624490,817209882,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Kragerø,False,11.0,973624490
Princess avd 604 Notodden,983166946,912567508,11.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Notodden,False,11.0,983166946
Partyland herkules,927137054,925171743,11.0,Underenhet,,,,,Lier,Underenhet til næringsdrivende og offentlig forvaltning,47.64,Detaljhandel med spill og leker,,,,,BEDR,Skien,False,11.0,927137054
Dressmann as avd 197 herkules,973109014,946927201,11.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,False,11.0,973109014
Cubus Notodden avd 81e,974120879,939522719,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Notodden,False,11.0,974120879
Gina tricot butikk 429 down town,995375974,892380082,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,False,11.0,995375974
Lindex as avd brotorvet,998656230,819282102,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Bamble,False,11.0,998656230
Apotek 1 Kragerø,915127568,983044778,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Kragerø,False,11.0,915127568
"Normal Norge as avd no1136 kragerø, alti",930021962,917019738,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Kragerø,False,11.0,930021962
Normal Norge as avd no1132 Skien arkaden,932271796,917019738,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,False,11.0,932271796
Vianor as avd Skien,972001740,935429447,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.82,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,Skien,False,11.0,972001740
Collicare distribution as avd Porsgrunn,919278722,932696789,11.0,Underenhet,,,,,Vestby,Underenhet til næringsdrivende og offentlig forvaltning,52.211,Drift av gods- og transportsentraler,,,,,BEDR,Porsgrunn,False,11.0,919278722
Studentsamskipnaden i sørøst-norge mat og drikke Porsgrunn,974148668,914458811,11.0,Underenhet,,,,,Horten,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Porsgrunn,False,11.0,974148668
Braathe as avd grenland,985025703,981933311,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,63.1,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",,,,,BEDR,Skien,False,11.0,985025703
Sparebank 1 sør-norge asa avd ulefoss,971707461,937895321,11.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Nome,False,11.0,971707461
Sparebanken Norge avd Kragerø,973061518,832554332,11.0,Underenhet,,,,,Kragerø,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Kragerø,False,11.0,973061518
"Nordea bank abp, filial i Norge avd Porsgrunn",973094157,920058817,11.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Porsgrunn,False,11.0,973094157
Siemens as avd Porsgrunn,991855475,923009108,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Porsgrunn,False,11.0,991855475
Læringsverkstedet hjuksebø naturbarnehage AS,875323172,830873872,11.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Notodden,False,11.0,875323172
Stendi as region sør bv frogner,997795210,985194653,11.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Skien,False,11.0,997795210
Statnett Vinje,999249566,962986633,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,35.13,Overføring av elektrisitet,,,,,BEDR,Vinje,False,10.0,999249566
Varme & bad as avd Skien rørleggerforretning,988734608,991603344,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,False,10.0,988734608
Geberit as avd Porsgrunn,974168847,887046492,10.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Porsgrunn,False,10.0,974168847
Jem & fix Norge as avd Bamble,930855227,919562404,10.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Bamble,False,10.0,930855227
Motek as avd Skien,973083708,920295932,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Skien,False,10.0,973083708
Ventistål as avd grenland,991120912,876859122,10.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Skien,False,10.0,991120912
Coop sørøst sa avd 1203 coop prix skotfoss,973142313,947456415,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,False,10.0,973142313
Coop sørøst sa avd 1192 coop prix gvarv,973142429,947456415,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Midt-Telemark,False,10.0,973142429
Dollarstore avd Porsgrunn,930900613,921784872,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Porsgrunn,False,10.0,930900613
Vinmonopolet as butikk Porsgrunn down town,921320612,817209882,10.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Porsgrunn,False,10.0,921320612
Kid interiør as 43 avd Porsgrunn,982774322,958467095,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Porsgrunn,False,10.0,982774322
Princess avd 142 stathelle,993965146,912567508,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Bamble,False,10.0,993965146
Byggmax Skien,991924582,989986147,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,False,10.0,991924582
Panduro hobby Skien,995368617,915024815,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.69,Detaljhandel med kulturvarer ikke nevnt annet sted,,,,,BEDR,Skien,False,10.0,995368617
Kappahl as avd 358 down town,971971746,947659138,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,False,10.0,971971746
Cubus stathelle avd 836,986774866,939522719,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Bamble,False,10.0,986774866
Morris down town Porsgrunn avd 6116 down town Porsgrunn,877066312,966715596,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.72,Detaljhandel med skotøy og lærvarer,,,,,BEDR,Porsgrunn,False,10.0,877066312
Apotek 1 gråtenmoen,914039037,983044778,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Skien,False,10.0,914039037
Vitusapotek rjukan,973235826,965336796,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Tinn,False,10.0,973235826
Apotek 1 Seljord,981388356,983044778,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Seljord,False,10.0,981388356
