Organisasjonsnummer,Navn,Antall_ansatte
996387259,Paradistoppen vann og avløpslag sa,0
997634861,Pil & stangodden sa,0
923742859,Håøya og auenlandet vann og avløp sa,0
924360143,Furuheim va-drift AS,0
931713477,Øvre vehus renseanlegg sa,0
934625498,Slamtransportøren AS,0
935280710,Teknisk va AS,0
992642688,Solberg eigedomsutvikling AS,0
993482501,Mørjefjorden nord vann og avløp sa,0
994335049,Hyljeli drift AS,0
847611782,Gundersen transport AS,0
898830322,Isaksen renovasjon AS,0
919665963,Retroplast AS,0
925536792,2vs invest AS,0
926043153,Fjellknatten holding AS,0
996731685,Grenland industri og miljøservice trond gregor knudsen,0
999111254,Merdeveien 12 AS,0
831886862,Sannidal miljø og metall AS,0
891741642,Iata næring AS,0
926425552,Midt-Telemark jordforedling AS,0
933711110,Katalysator retur lukas skwara,0
956695317,Ole kr nyhus,0
970044833,Jan bergan johannessen,0
822718302,Telemark massemottak AS,0
813067552,Sannes bygg AS,0
813449072,Tveit bygg,0
813682982,Valebjørg design AS,0
814933792,Eika bygg,0
814968502,No bygg AS,0
815351002,Jabar AS,0
816223792,Vikre byggservice,0
818347642,Bitumark bygg AS,0
818424922,Db bygg & montasje AS,0
819139962,Vanor bolig AS,0
820456122,Bonvi AS,0
822695302,Ec bygg AS,0
822867472,Edgaras geiga,0
823090072,Douglas bygg AS,0
824209952,Mathias larsen,0
825460462,Nilsen hytteutvikling AS,0
825512462,Deltabryggen AS,0
826585552,Bygg og renovering robert kubiak,0
826950722,Tkl bygg AS,0
827460362,Jens kristian herregården,0
828097962,Tømrermester aslaksen AS,0
828678752,Smart-bygg AS,0
828695592,Vitalijus judzentis,0
828959042,Sl entreprenør AS,0
830886842,Mikkelsen naturkraft,0
831214112,Aamot bygg,0
831771852,Landberg byggtjenester AS,0
832220132,Ulev bygg AS,0
833090062,Arud bygg,0
833251112,Modulcamp AS,0
833382012,Joacim sundseth,0
833680412,Asf bygg as konkursbo,0
833766872,Tømrer tørnes,0
834071312,Tømrar morten skolås,0
834990962,Uab litana construction nuf,0
835715302,Pawel kubin konkursbo,0
836257162,Dosa renovasjon AS,0
866070962,Håndverksbygg AS,0
870044712,Jensen ole jacob byggmester,0
870046162,Kai tore sortedal,0
870260202,Eilefsen edvard,0
870435932,Tømrermester tore karlsen,0
870439652,Nordbø arne,0
871102112,Tømrer ronny olsen,0
875936522,Sigmund thoner,0
880681052,Byggmester apeland AS,0
884156882,Ivar marthinsen,0
886875002,John helmer skaali,0
888976752,Helge gunnar luraas AS,0
889653132,Tømrer arild eggum,0
894548592,Tore-jakob bamle,0
894995122,Venås-bygg AS,0
899161912,Tømrer petter killi AS,0
899278062,Tømrer erik landsverk,0
911601427,Byggmester eivind larsen AS,0
911634643,Kragerø bygg og sjøfrakt AS,0
911810840,Jarle fossing,0
911913437,Menstad bolig AS,0
911928736,Ramond sem,0
911966492,Hoppestad byggservice,0
912062988,Tømrer pawel jan pawel jan powroznik,0
912118444,Morgedal bygg AS,0
912186326,Ettermarked bolig AS,0
912264998,Bygg service kamil majczak AS,0
912387046,Saglandet eiendom AS,0
912566080,A heimholt AS,0
912646459,Tka AS,0
912854728,Å.k.b.bygg AS,0
912899977,Mobas AS,0
913109678,Gyrocraft AS,0
913161718,Venbo AS,0
913320158,Oppheimjordet AS,0
913324145,Crg invest AS,0
913638727,Paabygg AS,0
913675746,Tømrer service s. babinski,0
913793560,Byggmester ja tveit,0
913805917,Byggmesterfirma egil a. myrstrand AS,0
913849329,Skilbrei bygg AS,0
913886429,Askøy bygg og industri AS,0
914084601,Tømrer jan erling sætre,0
914178584,Saulius bygg saulius svickus,0
914211549,Bjørn tore grini,0
914229944,Tømrer morten rønningsland,0
914230764,Elh bygg/erlend haave,0
914263859,Tømrer bjørn nicolaysen AS,0
914494273,Sbygg AS,0
914504201,Tømrer tommy larsen AS,0
914726026,Tømrar geir øygarden,0
914810167,Juntos AS,0
914906431,Flatdal bygg slawomir zysk,0
914924642,Flathus bygg,0
914985579,Entreprenør bjaaland AS,0
915009107,Renoven AS,0
915123716,Bygg service burdon,0
915246893,Stm bygg. tadas zukauskas,0
915248667,Omgi AS,0
915288944,Årmot bygg AS,0
915348955,Hallvard johnsen,0
915354653,Våle bygg,0
915447996,Mohaugen mur og uteanlegg AS,0
915477682,Haukelisnekkeren AS,0
915492479,Kragerø bygg snekker AS,0
915534511,Nare konsulting AS,0
915583040,Best håndverk AS,0
915724582,Telemark bygg service hans kristian mortensen,0
915886728,Håkon omtvedt,0
915931456,Arvesen bygg AS,0
916020376,Tømrer erling antonsen,0
916064497,Dalane utleie - larssen,0
916122616,Bedre hus AS,0
916326424,Moen industri AS,0
916460627,Midt-Telemark bygg & vedlikehold marius nyberg,0
916710461,Krb-bygg AS,0
916896565,Strøm sivertsen eiendom AS,0
916897529,Tømrer jonas lunde,0
917111774,Spon AS,0
917204918,Vrålstad bygg og stålarbeid,0
917213518,Klups bygg,0
917219117,Byggservice masys,0
917250030,Bgs-bygg AS,0
917268169,Rolan bygg og anlegg AS,0
917268851,Byggmester m. løsnæss,0
917329613,Tømrer jon håkon hove AS,0
917340781,Sætre byggmontering AS,0
917355134,Km kamil majczak,0
917410135,Flatdal bygg AS,0
917429340,Est byggmester AS,0
917446857,Kronfjell AS,0
917463638,Isobygg telemark-vestfold AS,0
917536694,Pop constructions,0
917625034,Sondre loftsgarden,0
917641781,Rp bygg ponomariovas,0
917665273,Bl bygg slobodan mijatovic,0
917689946,Nilsen bygg Kragerø AS,0
917712581,"Ricardas bygg service, valnickas",0
917811806,Tømrermester sondre bakke arvesen,0
917859965,Xt bygg og drift AS,0
918187766,Profil bygg AS,0
918347437,Øystein dalen,0
918402977,Ts bygg bø AS,0
918466991,Villmarksbygg AS,0
918468285,As bygg mester bygg,0
918523022,Vileon bygg AS,0
918560688,Sigbjørn bygg og service sigbjørn weiss,0
918678530,Johansen laft & anleggsservice,0
918700064,Tømrer thomas sandvik jakobsen,0
918839933,Tømrerfirma rogn v/fred arve rogn,0
918845100,Jpg bygg AS,0
918925104,Raimondas tamosauskas,0
918942807,Christopher sollid,0
919029358,Bygdesnikkaren Notodden,0
919213035,Treungen hytta AS,0
919312262,Kronborg service,0
919327200,Tømrer espen karlsen,0
919418753,Kiste eiendom AS,0
919510722,Powell AS,0
919587091,Viktoria hus AS,0
919665335,Telemark eiendomsservice AS,0
919719788,Håndverkringen AS,0
919754745,Storm-bygg AS,0
919760028,Thomas bakaas,0
919765623,Tuven næringseiendom AS,0
919975733,Mesto byggservice AS,0
919980206,Tømrer per kristian asdal,0
920239390,Stølan eiendom AS,0
920246621,Håvard rekvik,0
920251412,Fossheim bygg jonas fossheim gulliksen,0
920279643,Åby bygg og bo,0
920313132,Tømrer håvard lien AS,0
920327818,Vaa tradisjonshus AS,0
920346456,Skoftedalen byggtjenester,0
920381197,Haugland bygg AS,0
920394558,Amax bygg AS,0
920424600,Telering bygg og boligservice AS,0
920428037,Tollskogvegen utbygging AS,0
920485294,Rydland AS,0
920504663,Byggmester arild høgseth AS,0
920541186,Byggmester andresen AS,0
920608728,Tømrermester andreas risøy AS,0
920656498,Lukas bygg lukasz gattner,0
920709508,Esborg per tømrer,0
920760376,Byggmester anders bakken AS,0
920874002,A' calla AS,0
920959725,Staurheim stokk og sag,0
921045352,Steponas bygg steponas degutis,0
921072805,Sv utvikling AS,0
921192207,Hovinbøle bygg & maskin AS,0
921328745,Kvalvåg byggtjenester,0
921347057,Tømrer håkon marthinsen,0
921528507,Øystein solli,0
921548990,Fredøy AS,0
921561113,Soterud bygg,0
921561830,"Ar bygg, verbickas",0
921647549,Magnus a. skjelbred,0
921683642,Jt bygg AS,0
921761295,Steger tradisjonsbygg og friluftsveiledning,0
921774974,Agenda utvikling AS,0
921835922,Yota AS,0
921900619,Westhassel bygg & skog mathias haaversen-westhassel,0
921975198,Nipe invest AS,0
922077975,Byggmester h&h AS,0
922083266,Itv entreprenør AS,0
922265658,Heistad helsehus AS,0
922401020,Tp holding AS,0
922435677,Tømrerfirma fjellhøy AS,0
922607656,Farsjø AS,0
922707014,V ryen AS,0
922720800,Bygg og vedlikehald AS,0
922730687,Tømrar bård audun aarbakk,0
922739080,Trond ringhus,0
922748985,Erlend hegna,0
922801134,Byggefirma poutsma,0
922838518,Skiens byggeservice darius lesinskas,0
922846359,Sørlands bygg AS,0
922866945,Th tømmerhus AS,0
922947147,Mr blikk og bygg AS,0
922947767,Tømrer tommy sørby,0
923026967,Kent gjøran johnsen,0
923167617,Qbygg1 czajewski,0
923384669,Km bygg kurt myrholt,0
923541810,Tarjei jomafjell,0
923564438,Czarnota byggverk,0
923566678,Lia byggtjenester,0
923605452,Felehovet utvikling AS,0
923790594,Jvz kvalitet AS,0
923801111,Skagerak-entreprise eiendom as konkursbo,0
923958118,Clausen bygg,0
924272260,Dg byggrenovering AS,0
924293314,Con-form eiendom AS,0
924458216,Byggmester ellingsen AS,0
924483547,Homme håndverkstjenester,0
924516453,Bjørn inge johansen,0
924548339,Christian pallesen bygg AS,0
924617454,Daniel pedersen bygg,0
924636637,T-tr AS,0
924753358,Tømrer bendik dagsrud,0
925002178,Porsgrunn byggservice lunde,0
925045098,Signaturen eiendom AS,0
925056138,Byggverket AS,0
925086681,Tømrer magnar moland,0
925188107,"Grønn glede, kjeldsen",0
925315281,Kleiv bygg,0
925315931,Tømrer robin nordli,0
925339830,Tømrer roger kleiv,0
925364851,Nordli bygg v/ole løken nordli,0
925400572,Unifag AS,0
925437190,Mogila bygg service,0
925554294,Team x AS,0
925564214,Limi bakken hus og tre,0
925590789,Lando bygg AS,0
925604194,Tømrer skarpodde,0
925638420,Bm lindefjeld AS,0
925746975,Tømrer halvor l. gurholt AS,0
925918458,Nyheim entreprenør,0
925924598,Notodden byggentreprenør AS,0
926016954,Telemarksvindu AS,0
926019597,Hytter AS,0
926031287,Lkjbolig AS,0
926055054,Bjørnfeld bygg AS,0
926159755,Warholm bygg,0
926317326,Aasen service,0
926351451,Tømrer edvardsen AS,0
926364529,Ltt property AS,0
926366335,T. karlsen bygg,0
926370480,Skirvedalen fjellservice AS,0
926375539,Af kverndalen ans,0
926393529,Br. nilsen byggmesterfirma AS,0
926401823,Cav AS,0
926448250,Byggmester.hagen AS,0
926484826,Byggmester morten moland,0
926590650,Sg bygg AS,0
926610422,Lars k bygg AS,0
926693352,Eivind heggtveit,0
926747797,Terje holte,0
926755072,Talmo bygg AS,0
926785680,Jacobsen bygg,0
926790749,Haugen-bygg AS,0
926800868,Tømrer erlend hegna AS,0
926856626,Støa tømrerservice,0
926871331,Tømrer theodor hansen,0
926954660,Tømrer kristoffer ring tveten,0
926962515,Mesterbygg grenland AS,0
927077957,Olsen bygg og innredning,0
927088169,Alti tak og fasade AS,0
927108194,Tømrer william christensen AS,0
927247089,Aksvik bygg AS,0
927254476,Langerød byggservice,0
927299542,Roger straume snekker tjenester,0
927300079,Håkon fjågesund tradisjonshandverk AS,0
927328550,Guriskogen utvikling AS,0
927352699,Stensrud bygg og taksering AS,0
927385686,Bygningsmann AS,0
927388413,St bygg og rehabilitering AS,0
927458683,Fm entreprenør AS,0
927611791,Seltor bolig rykkinn AS,0
927614316,Ksh bygg AS,0
927615223,"Gode byggeløsninger, lokutijevski",0
927720884,Tømrer øystein bjålid sørland,0
927869160,Hegna byggservice,0
927948486,Srb AS,0
928043266,Bygningshandverkar v/juan carrillo,0
928083195,Mjølner bolig AS,0
928136930,Pg bygg og eiendom AS,0
928516172,Tømrer kristian hartveit,0
928520382,Langåsdalen,0
928523500,Sterk gruppen AS,0
928572331,Miho AS,0
928584380,Konsept bolig AS,0
928598543,Tømrer steffen sørlie AS,0
928633187,Geir john AS,0
928640752,Est byggmester as konkursbo,0
928653331,Telemark byggdrift AS,0
928674444,Tømrer marius skyer,0
928792846,Aase trearbeid AS,0
928821196,Tømrar bendik momrak,0
928832546,Cosmin bygg AS,0
928869911,Holte bygg og betong,0
929014464,Tømreren rezaie,0
929030559,Broma AS,0
929045459,J-j bygg AS,0
929063805,Isaksen byggservice AS,0
929147448,Kristensen entreprenør,0
929166191,S hansen,0
929179455,Øverdal AS,0
929260775,"Bygg og industri service, ceponis",0
929267648,Vika entreprenør AS,0
929373723,Daniel rogn,0
929410165,"M bygg, spiridovicius",0
929460138,Sommerfryd byggtjenester,0
929483618,Andersen bygg morten andersen,0
929556585,Bygg faktum øst AS,0
929613198,Tømrar ånund berge,0
929684621,Kristiansen multiservice,0
929762630,Wojtas snekker service,0
929861205,Telemarks bygg as tvangsavviklingsbo,0
929879333,Notbygg AS,0
929977955,Johnny wedde,0
930007277,Røsæg flisespikkeri,0
930094226,Ja-bygg og bad AS,0
930100331,Jonskaas byggservice AS,0
930145246,Lønnegraff AS,0
930197505,Havbris bygg og vedlikehold AS,0
930240869,Tømrar kåre hagen,0
930267260,Tømrer/gartner bjørn dagsrud,0
930295752,Bjørn andreas olsen - blank fasade,0
930488259,Ho bernard tømrerfirma,0
930605964,Pedersen totalbygg,0
930632252,Wolckmar bygg AS,0
930693197,Dansken AS,0
930743216,Tømrer atle snersrud AS,0
930753300,Vihe holding AS,0
930786330,Salazar rivero flipp,0
930813842,Joar strand,0
930854476,Tømrer a. hoste,0
930864668,Soly service AS,0
930869716,Kjell e hove,0
930878987,Vegard bjørkkjær,0
930895938,Snekker marian jozef wojtyto,0
930984914,Telemark snekker tjenester AS,0
930998400,Te eiendomservice AS,0
931026186,Langøy bygg AS,0
931046284,Andreas lund bygg og utleieservice,0
931064037,Lasse juklerød,0
931161415,Vegheim bygg AS,0
931182870,M33 andersen AS,0
931183761,Magnus waasjø,0
931192566,J-o holding AS,0
931234803,Hogstad bygg & betong,0
931244922,Luc bygg,0
931376675,Amax holding AS,0
931404164,Jens m ellingsvik,0
931420526,Bygg & renhold bedniakov,0
931446762,Tømrer vetle sollid,0
931509136,Kaynarpinar,0
931537679,Sd hus AS,0
931537725,Tve finans AS,0
931700367,Jørn heggekroken,0
931959522,Tømrar olav Vinje,0
931974343,Aasland service,0
932033992,Skreosen solutions,0
932091895,Batty bygg,0
932101327,Joto bygg&tømrermester AS,0
932127334,Svensdalen,0
932183528,Aate bygg as konkursbo,0
932289946,Amax bygg ny AS,0
932297825,Stieli AS,0
932298589,Bojanowski snekkerservice AS,0
932324296,Tveiten bygg,0
932346044,Pj bygg AS,0
932441586,Hel ved bolig as konkursbo,0
932544296,Ag sverrisson,0
932583070,Kleppe bolig as konkursbo,0
932681536,E. furuvik,0
932723328,Lysdahl laft & restaurering,0
932967464,Solholmen 4me AS,0
932969696,Sand byggtjenester AS,0
933002152,Sboa AS,0
933010716,Tømrer andreas sønderland,0
933022765,Momrak holding AS,0
933027619,Lando group AS,0
933029611,Frøya bygg&eiendom AS,0
933085996,Nordisk tømmerbygg AS,0
933086461,Byggmester brede w. nørstebø AS,0
933113485,Tømrersvenn bjørn erik heian,0
933195805,Wad drift & montasje,0
933207994,Grenland bygg & eiendom service as konkursbo,0
933216144,Bygg Telemark AS,0
933227537,Fjellro holding AS,0
933243745,Vindskivan bygg johan bergkvist,0
933325164,Lertrø bygg service,0
933333442,Myrvang montasje & bygg,0
933359131,Løvig bygg,0
933368572,Rtb AS,0
933375730,Kjeld stub-jakobsen,0
933384101,Nordskog og rød multiservice AS,0
933398560,Aarden bygg,0
933406962,Strømbygg AS,0
933414515,Maxmaling AS,0
933469921,Asf bygg service figlon,0
933471152,Trønder'n AS,0
933473309,Fst (filip spade tjenester),0
933521923,Nilsen bygg og bolig,0
933526674,Dmk bygg & eiendom AS,0
933564355,Nieuwenhuize bygg og vedlikehold,0
933617556,Bernt solvoll,0
933631656,Klevengen bygg,0
933681645,Mathisens bygg-og konsulenttjenester,0
933732843,E. bjørge service,0
933733904,Ms bygg spiridovicius,0
933749347,Tømrer jan kristiansen,0
933757404,Tømrer bjørnar baann,0
933772519,Byggfirma niels solbjørg,0
933779688,Bekkevold bygg & vedlikehold,0
933898369,Eilefsen husky,0
933987337,Grøstad bygg,0
934043480,Byggmester john gulliksen,0
934060598,Klart det kan AS,0
934074009,Østnes as konkursbo,0
934134796,Viktoria hus as konkursbo,0
934146468,Ditlefsen bygg,0
934187539,Sondre tveito,0
934241312,Monteris AS,0
934263189,Wike vedlikehold,0
934308824,Bre bygg AS,0
934318676,Aamot bygg & betong,0
934327012,Total-entreprenøren AS,0
934406052,Nta holding AS,0
934414934,Rekis bygg,0
934492226,Lando bygg as konkursbo,0
934528603,Espeland tjenester,0
934672453,A' calla as konkursbo,0
934755901,Stream entreprenør as konkursbo,0
934875397,Pettersen bygg og drift,0
934892410,Halvorsen bygg & innredning as konkursbo,0
934927788,Nordgarden laft & restaurering,0
934956516,Rimvydas savinas,0
934991958,Levang bygg AS,0
935055695,Tømrer skarpodde,0
935095875,Bygjordet bygg AS,0
935204879,Solid multibygg AS,0
935254752,Byggdrift AS,0
935294215,Chris evert byggtjenester AS,0
935323274,T.m solberg,0
935400651,Stian eikenes konkursbo,0
935405564,Profil bygg as konkursbo,0
935471206,Ing knud ihlen,0
935480965,Tt byggservice as tvangsavviklingsbo,0
935523214,Pors entreprenør as konkursbo,0
935552036,Per esborg konkursbo,0
935608376,Am takfornying fred arvid magnussen,0
935618487,Torgeir lid byggland,0
935640717,M33 andersen as tvangsavviklingsbo,0
935643325,Kvålseth bygg og restaurering,0
935719275,Vegheim & strøm eiendom AS,0
935721172,H bygg og vedlikehold AS,0
935744644,Ja-bygg og bad as tvangsavviklingsbo,0
935820294,Ms tradisjon AS,0
935841380,Vågsland bygg & maskin,0
935844118,Fagiri bygg & hage,0
935868394,Øst tre bygg AS,0
935868556,Glenn halvorsen,0
935952514,Valen bygg Telemark,0
935952638,Elkan tømrerservice,0
935971357,Bjørndal service,0
935976006,Malmström-arneberg tjenester,0
936028721,Drangedal hus og hyttebygg AS,0
936033318,Kongsvold eiendom AS,0
936064779,Tinn bygdeservice AS,0
936111254,Tømrer fuglset,0
936198074,Håndtverker h eiendom AS,0
936224571,Stoa,0
936239323,Sboa as konkursbo,0
936262252,Samson tekilebrhan bayane -byggservice,0
936266703,Tømrer michal pedzich,0
936380948,Dockys service,0
936403565,Evensen bygg og vedlikehold,0
936526896,Grenland bygg service figlon,0
947192701,Kiil AS,0
954057577,Aage h ahlgren,0
954384160,Tes eiendom AS,0
955582101,Byggmester trond reiersdal,0
955638662,K l bygg kåre sten løyland,0
957570887,Gunvald lauvstad,0
960694236,Birger arthur søyland,0
961124565,Byggmester finseth AS,0
961335833,Brødrene faane AS,0
961891949,Slettes byggservice,0
963838409,Byggmester ole martin liane AS,0
963977115,Solli eiendom AS,0
964042454,Byggmester vestland og sønner AS,0
964269084,Hyni bygg AS,0
964523592,Egil bøe byggfirma AS,0
965082026,Arne bjørnfeld,0
966291648,Grubbe bygg jon kristian grubbe,0
967229393,Brødrene thorsen AS,0
967417181,Byggmester hermann haukås AS,0
969470993,Halvor a hegna,0
969564912,Sønderland olav o,0
969963728,Lars halvor røsvik,0
969963841,Mustad per g byggmester,0
970043349,Jon lilleland,0
970043950,Nilsen bygg,0
970043969,Slaathaug bygg,0
970045295,Torstein vaag,0
970046666,Abrahamsen tore,0
970048383,Berget johannes,0
970176101,Vaa aanund,0
970240845,Flatland torkjell j,0
970247920,Tjønnåsdalen ole johannes,0
