Nivå,Geografisk enhet,Arbeidsmarkedsstatus,Kjønn,Antall personer,Andel av arbeidsstyrken,Dato
Fylker,Vestfold,Arbeidssøkere på tiltak,Begge kjønn,588,0.005,2014-06-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Kvinner,310,0.005,2014-06-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Menn,278,0.004,2014-06-01
Fylker,Vestfold,Delvis ledige,Begge kjønn,1631,0.014,2014-06-01
Fylker,Vestfold,Delvis ledige,Kvinner,915,0.016,2014-06-01
Fylker,Vestfold,Delvis ledige,Menn,716,0.011,2014-06-01
Fylker,Vestfold,Helt ledige,Begge kjønn,3744,0.031,2014-06-01
Fylker,Vestfold,Helt ledige,Kvinner,1681,0.03,2014-06-01
Fylker,Vestfold,Helt ledige,Menn,2063,0.033,2014-06-01
Fylker,Vestland,Arbeidssøkere på tiltak,Begge kjønn,969,0.003,2014-06-01
Fylker,Vestland,Arbeidssøkere på tiltak,Kvinner,477,0.003,2014-06-01
Fylker,Vestland,Arbeidssøkere på tiltak,Menn,492,0.003,2014-06-01
Fylker,Vestland,Delvis ledige,Begge kjønn,2831,0.009,2014-06-01
Fylker,Vestland,Delvis ledige,Kvinner,1746,0.011,2014-06-01
Fylker,Vestland,Delvis ledige,Menn,1085,0.006,2014-06-01
Fylker,Vestland,Helt ledige,Begge kjønn,7144,0.022,2014-06-01
Fylker,Vestland,Helt ledige,Kvinner,3296,0.022,2014-06-01
Fylker,Vestland,Helt ledige,Menn,3848,0.022,2014-06-01
Fylker,Østfold,Arbeidssøkere på tiltak,Begge kjønn,758,0.005,2014-06-01
Fylker,Østfold,Arbeidssøkere på tiltak,Kvinner,378,0.006,2014-06-01
Fylker,Østfold,Arbeidssøkere på tiltak,Menn,380,0.005,2014-06-01
Fylker,Østfold,Delvis ledige,Begge kjønn,1902,0.013,2014-06-01
Fylker,Østfold,Delvis ledige,Kvinner,1113,0.017,2014-06-01
Fylker,Østfold,Delvis ledige,Menn,789,0.011,2014-06-01
Fylker,Østfold,Helt ledige,Begge kjønn,5222,0.037,2014-06-01
Fylker,Østfold,Helt ledige,Kvinner,2349,0.035,2014-06-01
Fylker,Østfold,Helt ledige,Menn,2873,0.038,2014-06-01
Landet,Landet,Arbeidssøkere på tiltak,Begge kjønn,10920,0.004,2014-06-01
Landet,Landet,Arbeidssøkere på tiltak,Kvinner,5283,0.004,2014-06-01
Landet,Landet,Arbeidssøkere på tiltak,Menn,5637,0.004,2014-06-01
Landet,Landet,Delvis ledige,Begge kjønn,29179,0.011,2014-06-01
Landet,Landet,Delvis ledige,Kvinner,16191,0.013,2014-06-01
Landet,Landet,Delvis ledige,Menn,12988,0.009,2014-06-01
Landet,Landet,Helt ledige,Begge kjønn,73458,0.027,2014-06-01
Landet,Landet,Helt ledige,Kvinner,32592,0.026,2014-06-01
Landet,Landet,Helt ledige,Menn,40866,0.029,2014-06-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Begge kjønn,27,0.004,2014-06-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Kvinner,13,0.004,2014-06-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Menn,14,0.004,2014-06-01
Telemark kommuner,Bamble,Delvis ledige,Begge kjønn,118,0.016,2014-06-01
Telemark kommuner,Bamble,Delvis ledige,Kvinner,76,0.022,2014-06-01
Telemark kommuner,Bamble,Delvis ledige,Menn,42,0.011,2014-06-01
Telemark kommuner,Bamble,Helt ledige,Begge kjønn,209,0.029,2014-06-01
Telemark kommuner,Bamble,Helt ledige,Kvinner,102,0.03,2014-06-01
Telemark kommuner,Bamble,Helt ledige,Menn,107,0.028,2014-06-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Begge kjønn,4,0.002,2014-06-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Kvinner,0,0.0,2014-06-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Menn,4,0.004,2014-06-01
Telemark kommuner,Drangedal,Delvis ledige,Begge kjønn,32,0.016,2014-06-01
Telemark kommuner,Drangedal,Delvis ledige,Kvinner,17,0.018,2014-06-01
Telemark kommuner,Drangedal,Delvis ledige,Menn,15,0.014,2014-06-01
Telemark kommuner,Drangedal,Helt ledige,Begge kjønn,54,0.027,2014-06-01
Telemark kommuner,Drangedal,Helt ledige,Kvinner,23,0.025,2014-06-01
Telemark kommuner,Drangedal,Helt ledige,Menn,31,0.029,2014-06-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2014-06-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Kvinner,0,0.0,2014-06-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Menn,0,0.003,2014-06-01
Telemark kommuner,Fyresdal,Delvis ledige,Begge kjønn,4,0.006,2014-06-01
Telemark kommuner,Fyresdal,Delvis ledige,Kvinner,4,0.012,2014-06-01
Telemark kommuner,Fyresdal,Delvis ledige,Menn,0,0.0,2014-06-01
Telemark kommuner,Fyresdal,Helt ledige,Begge kjønn,7,0.01,2014-06-01
Telemark kommuner,Fyresdal,Helt ledige,Kvinner,0,0.003,2014-06-01
Telemark kommuner,Fyresdal,Helt ledige,Menn,6,0.017,2014-06-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.002,2014-06-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Kvinner,0,0.003,2014-06-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Menn,0,0.002,2014-06-01
Telemark kommuner,Hjartdal,Delvis ledige,Begge kjønn,8,0.01,2014-06-01
Telemark kommuner,Hjartdal,Delvis ledige,Kvinner,5,0.013,2014-06-01
Telemark kommuner,Hjartdal,Delvis ledige,Menn,0,0.007,2014-06-01
Telemark kommuner,Hjartdal,Helt ledige,Begge kjønn,17,0.021,2014-06-01
Telemark kommuner,Hjartdal,Helt ledige,Kvinner,7,0.019,2014-06-01
Telemark kommuner,Hjartdal,Helt ledige,Menn,10,0.023,2014-06-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Begge kjønn,18,0.003,2014-06-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Kvinner,0,0.001,2014-06-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Menn,16,0.006,2014-06-01
Telemark kommuner,Kragerø,Delvis ledige,Begge kjønn,113,0.022,2014-06-01
Telemark kommuner,Kragerø,Delvis ledige,Kvinner,76,0.031,2014-06-01
Telemark kommuner,Kragerø,Delvis ledige,Menn,37,0.014,2014-06-01
Telemark kommuner,Kragerø,Helt ledige,Begge kjønn,155,0.03,2014-06-01
Telemark kommuner,Kragerø,Helt ledige,Kvinner,64,0.026,2014-06-01
Telemark kommuner,Kragerø,Helt ledige,Menn,91,0.034,2014-06-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2014-06-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Kvinner,0,0.0,2014-06-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Menn,0,0.001,2014-06-01
Telemark kommuner,Kviteseid,Delvis ledige,Begge kjønn,12,0.009,2014-06-01
Telemark kommuner,Kviteseid,Delvis ledige,Kvinner,8,0.013,2014-06-01
Telemark kommuner,Kviteseid,Delvis ledige,Menn,4,0.006,2014-06-01
Telemark kommuner,Kviteseid,Helt ledige,Begge kjønn,23,0.017,2014-06-01
Telemark kommuner,Kviteseid,Helt ledige,Kvinner,10,0.017,2014-06-01
Telemark kommuner,Kviteseid,Helt ledige,Menn,13,0.018,2014-06-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Begge kjønn,15,0.003,2014-06-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Kvinner,5,0.002,2014-06-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Menn,10,0.004,2014-06-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Begge kjønn,62,0.012,2014-06-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Kvinner,30,0.012,2014-06-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Menn,32,0.012,2014-06-01
Telemark kommuner,Midt-Telemark,Helt ledige,Begge kjønn,138,0.027,2014-06-01
Telemark kommuner,Midt-Telemark,Helt ledige,Kvinner,58,0.024,2014-06-01
Telemark kommuner,Midt-Telemark,Helt ledige,Menn,80,0.029,2014-06-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2014-06-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Kvinner,0,0.003,2014-06-01
Telemark kommuner,Nissedal,Delvis ledige,Begge kjønn,9,0.012,2014-06-01
Telemark kommuner,Nissedal,Delvis ledige,Kvinner,6,0.018,2014-06-01
Telemark kommuner,Nissedal,Delvis ledige,Menn,0,0.007,2014-06-01
Telemark kommuner,Nissedal,Helt ledige,Begge kjønn,12,0.016,2014-06-01
Telemark kommuner,Nissedal,Helt ledige,Kvinner,7,0.02,2014-06-01
Telemark kommuner,Nissedal,Helt ledige,Menn,5,0.012,2014-06-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Begge kjønn,4,0.001,2014-06-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Kvinner,0,0.002,2014-06-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Menn,0,0.001,2014-06-01
Telemark kommuner,Nome,Delvis ledige,Begge kjønn,51,0.016,2014-06-01
Telemark kommuner,Nome,Delvis ledige,Kvinner,28,0.018,2014-06-01
Telemark kommuner,Nome,Delvis ledige,Menn,23,0.013,2014-06-01
Telemark kommuner,Nome,Helt ledige,Begge kjønn,77,0.024,2014-06-01
Telemark kommuner,Nome,Helt ledige,Kvinner,35,0.023,2014-06-01
Telemark kommuner,Nome,Helt ledige,Menn,42,0.024,2014-06-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Begge kjønn,20,0.003,2014-06-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Kvinner,13,0.004,2014-06-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Menn,7,0.002,2014-06-01
Telemark kommuner,Notodden,Delvis ledige,Begge kjønn,105,0.017,2014-06-01
Telemark kommuner,Notodden,Delvis ledige,Kvinner,62,0.021,2014-06-01
Telemark kommuner,Notodden,Delvis ledige,Menn,43,0.013,2014-06-01
Telemark kommuner,Notodden,Helt ledige,Begge kjønn,296,0.048,2014-06-01
Telemark kommuner,Notodden,Helt ledige,Kvinner,124,0.043,2014-06-01
Telemark kommuner,Notodden,Helt ledige,Menn,172,0.053,2014-06-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Begge kjønn,74,0.004,2014-06-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Kvinner,29,0.003,2014-06-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Menn,45,0.005,2014-06-01
Telemark kommuner,Porsgrunn,Delvis ledige,Begge kjønn,301,0.017,2014-06-01
Telemark kommuner,Porsgrunn,Delvis ledige,Kvinner,169,0.02,2014-06-01
Telemark kommuner,Porsgrunn,Delvis ledige,Menn,132,0.014,2014-06-01
Telemark kommuner,Porsgrunn,Helt ledige,Begge kjønn,743,0.041,2014-06-01
Telemark kommuner,Porsgrunn,Helt ledige,Kvinner,288,0.034,2014-06-01
Telemark kommuner,Porsgrunn,Helt ledige,Menn,455,0.047,2014-06-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Begge kjønn,0,0.002,2014-06-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Kvinner,0,0.001,2014-06-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Menn,0,0.003,2014-06-01
Telemark kommuner,Seljord,Delvis ledige,Begge kjønn,7,0.005,2014-06-01
Telemark kommuner,Seljord,Delvis ledige,Kvinner,6,0.009,2014-06-01
Telemark kommuner,Seljord,Delvis ledige,Menn,0,0.001,2014-06-01
Telemark kommuner,Seljord,Helt ledige,Begge kjønn,21,0.014,2014-06-01
Telemark kommuner,Seljord,Helt ledige,Kvinner,10,0.014,2014-06-01
Telemark kommuner,Seljord,Helt ledige,Menn,11,0.014,2014-06-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Begge kjønn,8,0.006,2014-06-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Kvinner,0,0.005,2014-06-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Menn,5,0.008,2014-06-01
Telemark kommuner,Siljan,Delvis ledige,Begge kjønn,16,0.013,2014-06-01
Telemark kommuner,Siljan,Delvis ledige,Kvinner,8,0.013,2014-06-01
Telemark kommuner,Siljan,Delvis ledige,Menn,8,0.012,2014-06-01
Telemark kommuner,Siljan,Helt ledige,Begge kjønn,17,0.013,2014-06-01
Telemark kommuner,Siljan,Helt ledige,Kvinner,9,0.015,2014-06-01
Telemark kommuner,Siljan,Helt ledige,Menn,8,0.012,2014-06-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Begge kjønn,97,0.004,2014-06-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Kvinner,39,0.003,2014-06-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Menn,58,0.004,2014-06-01
Telemark kommuner,Skien,Delvis ledige,Begge kjønn,460,0.017,2014-06-01
Telemark kommuner,Skien,Delvis ledige,Kvinner,258,0.02,2014-06-01
Telemark kommuner,Skien,Delvis ledige,Menn,202,0.014,2014-06-01
Telemark kommuner,Skien,Helt ledige,Begge kjønn,1132,0.042,2014-06-01
Telemark kommuner,Skien,Helt ledige,Kvinner,470,0.036,2014-06-01
Telemark kommuner,Skien,Helt ledige,Menn,662,0.047,2014-06-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2014-06-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Kvinner,0,0.001,2014-06-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Menn,0,0.001,2014-06-01
Telemark kommuner,Tinn,Delvis ledige,Begge kjønn,33,0.011,2014-06-01
Telemark kommuner,Tinn,Delvis ledige,Kvinner,20,0.014,2014-06-01
Telemark kommuner,Tinn,Delvis ledige,Menn,13,0.009,2014-06-01
Telemark kommuner,Tinn,Helt ledige,Begge kjønn,53,0.018,2014-06-01
Telemark kommuner,Tinn,Helt ledige,Kvinner,17,0.012,2014-06-01
Telemark kommuner,Tinn,Helt ledige,Menn,36,0.024,2014-06-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2014-06-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Menn,0,0.002,2014-06-01
Telemark kommuner,Tokke,Delvis ledige,Begge kjønn,14,0.012,2014-06-01
Telemark kommuner,Tokke,Delvis ledige,Kvinner,9,0.016,2014-06-01
Telemark kommuner,Tokke,Delvis ledige,Menn,5,0.008,2014-06-01
Telemark kommuner,Tokke,Helt ledige,Begge kjønn,14,0.012,2014-06-01
Telemark kommuner,Tokke,Helt ledige,Kvinner,4,0.007,2014-06-01
Telemark kommuner,Tokke,Helt ledige,Menn,10,0.016,2014-06-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2014-06-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Kvinner,0,0.001,2014-06-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Menn,0,0.001,2014-06-01
Telemark kommuner,Vinje,Delvis ledige,Begge kjønn,16,0.008,2014-06-01
Telemark kommuner,Vinje,Delvis ledige,Kvinner,9,0.009,2014-06-01
Telemark kommuner,Vinje,Delvis ledige,Menn,7,0.007,2014-06-01
Telemark kommuner,Vinje,Helt ledige,Begge kjønn,24,0.012,2014-06-01
Telemark kommuner,Vinje,Helt ledige,Kvinner,5,0.005,2014-06-01
Telemark kommuner,Vinje,Helt ledige,Menn,19,0.018,2014-06-01
Fylker,Agder,Arbeidssøkere på tiltak,Begge kjønn,231,0.002,2014-07-01
Fylker,Agder,Arbeidssøkere på tiltak,Kvinner,85,0.001,2014-07-01
Fylker,Agder,Arbeidssøkere på tiltak,Menn,146,0.002,2014-07-01
Fylker,Agder,Delvis ledige,Begge kjønn,1356,0.009,2014-07-01
Fylker,Agder,Delvis ledige,Kvinner,745,0.011,2014-07-01
Fylker,Agder,Delvis ledige,Menn,611,0.008,2014-07-01
Fylker,Agder,Helt ledige,Begge kjønn,4902,0.033,2014-07-01
Fylker,Agder,Helt ledige,Kvinner,2247,0.032,2014-07-01
Fylker,Agder,Helt ledige,Menn,2655,0.034,2014-07-01
Fylker,Akershus,Arbeidssøkere på tiltak,Begge kjønn,826,0.003,2014-07-01
Fylker,Akershus,Arbeidssøkere på tiltak,Kvinner,389,0.002,2014-07-01
Fylker,Akershus,Arbeidssøkere på tiltak,Menn,437,0.003,2014-07-01
Fylker,Akershus,Delvis ledige,Begge kjønn,1936,0.006,2014-07-01
Fylker,Akershus,Delvis ledige,Kvinner,1010,0.006,2014-07-01
Fylker,Akershus,Delvis ledige,Menn,926,0.005,2014-07-01
Fylker,Akershus,Helt ledige,Begge kjønn,8899,0.027,2014-07-01
Fylker,Akershus,Helt ledige,Kvinner,4253,0.027,2014-07-01
Fylker,Akershus,Helt ledige,Menn,4646,0.027,2014-07-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Begge kjønn,331,0.003,2014-07-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Kvinner,137,0.002,2014-07-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Menn,194,0.003,2014-07-01
Fylker,Buskerud,Delvis ledige,Begge kjønn,993,0.008,2014-07-01
Fylker,Buskerud,Delvis ledige,Kvinner,575,0.009,2014-07-01
Fylker,Buskerud,Delvis ledige,Menn,418,0.006,2014-07-01
Fylker,Buskerud,Helt ledige,Begge kjønn,4194,0.032,2014-07-01
Fylker,Buskerud,Helt ledige,Kvinner,2010,0.032,2014-07-01
Fylker,Buskerud,Helt ledige,Menn,2184,0.031,2014-07-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Begge kjønn,125,0.003,2014-07-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Kvinner,47,0.003,2014-07-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Menn,78,0.004,2014-07-01
Fylker,Finnmark,Delvis ledige,Begge kjønn,514,0.013,2014-07-01
Fylker,Finnmark,Delvis ledige,Kvinner,241,0.013,2014-07-01
Fylker,Finnmark,Delvis ledige,Menn,273,0.013,2014-07-01
Fylker,Finnmark,Helt ledige,Begge kjønn,1435,0.037,2014-07-01
Fylker,Finnmark,Helt ledige,Kvinner,615,0.034,2014-07-01
Fylker,Finnmark,Helt ledige,Menn,820,0.039,2014-07-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Begge kjønn,363,0.002,2014-07-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Kvinner,157,0.002,2014-07-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Menn,206,0.002,2014-07-01
Fylker,Innlandet,Delvis ledige,Begge kjønn,1755,0.009,2014-07-01
Fylker,Innlandet,Delvis ledige,Kvinner,973,0.011,2014-07-01
Fylker,Innlandet,Delvis ledige,Menn,782,0.008,2014-07-01
Fylker,Innlandet,Helt ledige,Begge kjønn,5068,0.027,2014-07-01
Fylker,Innlandet,Helt ledige,Kvinner,2433,0.028,2014-07-01
Fylker,Innlandet,Helt ledige,Menn,2635,0.027,2014-07-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Begge kjønn,220,0.002,2014-07-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Kvinner,85,0.001,2014-07-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Menn,135,0.002,2014-07-01
Fylker,Møre og Romsdal,Delvis ledige,Begge kjønn,936,0.007,2014-07-01
Fylker,Møre og Romsdal,Delvis ledige,Kvinner,519,0.008,2014-07-01
Fylker,Møre og Romsdal,Delvis ledige,Menn,417,0.006,2014-07-01
Fylker,Møre og Romsdal,Helt ledige,Begge kjønn,3215,0.024,2014-07-01
Fylker,Møre og Romsdal,Helt ledige,Kvinner,1555,0.025,2014-07-01
Fylker,Møre og Romsdal,Helt ledige,Menn,1660,0.023,2014-07-01
Fylker,Nordland,Arbeidssøkere på tiltak,Begge kjønn,210,0.002,2014-07-01
Fylker,Nordland,Arbeidssøkere på tiltak,Kvinner,78,0.001,2014-07-01
Fylker,Nordland,Arbeidssøkere på tiltak,Menn,132,0.002,2014-07-01
Fylker,Nordland,Delvis ledige,Begge kjønn,1397,0.011,2014-07-01
Fylker,Nordland,Delvis ledige,Kvinner,801,0.014,2014-07-01
Fylker,Nordland,Delvis ledige,Menn,596,0.009,2014-07-01
Fylker,Nordland,Helt ledige,Begge kjønn,3677,0.03,2014-07-01
Fylker,Nordland,Helt ledige,Kvinner,1582,0.028,2014-07-01
Fylker,Nordland,Helt ledige,Menn,2095,0.032,2014-07-01
Fylker,Oslo,Arbeidssøkere på tiltak,Begge kjønn,1258,0.004,2014-07-01
Fylker,Oslo,Arbeidssøkere på tiltak,Kvinner,679,0.004,2014-07-01
Fylker,Oslo,Arbeidssøkere på tiltak,Menn,579,0.003,2014-07-01
Fylker,Oslo,Delvis ledige,Begge kjønn,2451,0.007,2014-07-01
Fylker,Oslo,Delvis ledige,Kvinner,1070,0.006,2014-07-01
Fylker,Oslo,Delvis ledige,Menn,1381,0.007,2014-07-01
Fylker,Oslo,Helt ledige,Begge kjønn,13657,0.038,2014-07-01
Fylker,Oslo,Helt ledige,Kvinner,6319,0.037,2014-07-01
Fylker,Oslo,Helt ledige,Menn,7338,0.039,2014-07-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Begge kjønn,392,0.002,2014-07-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Kvinner,168,0.001,2014-07-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Menn,224,0.002,2014-07-01
Fylker,Rogaland,Delvis ledige,Begge kjønn,1221,0.005,2014-07-01
Fylker,Rogaland,Delvis ledige,Kvinner,693,0.006,2014-07-01
Fylker,Rogaland,Delvis ledige,Menn,528,0.004,2014-07-01
Fylker,Rogaland,Helt ledige,Begge kjønn,5396,0.021,2014-07-01
Fylker,Rogaland,Helt ledige,Kvinner,2576,0.022,2014-07-01
Fylker,Rogaland,Helt ledige,Menn,2820,0.021,2014-07-01
Fylker,Telemark,Arbeidssøkere på tiltak,Begge kjønn,191,0.002,2014-07-01
Fylker,Telemark,Arbeidssøkere på tiltak,Kvinner,74,0.002,2014-07-01
Fylker,Telemark,Arbeidssøkere på tiltak,Menn,117,0.003,2014-07-01
Fylker,Telemark,Delvis ledige,Begge kjønn,1009,0.012,2014-07-01
Fylker,Telemark,Delvis ledige,Kvinner,562,0.014,2014-07-01
Fylker,Telemark,Delvis ledige,Menn,447,0.01,2014-07-01
Fylker,Telemark,Helt ledige,Begge kjønn,3212,0.037,2014-07-01
Fylker,Telemark,Helt ledige,Kvinner,1396,0.034,2014-07-01
Fylker,Telemark,Helt ledige,Menn,1816,0.04,2014-07-01
Fylker,Troms ,Arbeidssøkere på tiltak,Begge kjønn,81,0.001,2014-07-01
Fylker,Troms ,Arbeidssøkere på tiltak,Kvinner,22,0.001,2014-07-01
Fylker,Troms ,Arbeidssøkere på tiltak,Menn,59,0.001,2014-07-01
Fylker,Troms ,Delvis ledige,Begge kjønn,648,0.008,2014-07-01
Fylker,Troms ,Delvis ledige,Kvinner,317,0.008,2014-07-01
Fylker,Troms ,Delvis ledige,Menn,331,0.007,2014-07-01
Fylker,Troms ,Helt ledige,Begge kjønn,2182,0.025,2014-07-01
Fylker,Troms ,Helt ledige,Kvinner,949,0.023,2014-07-01
Fylker,Troms ,Helt ledige,Menn,1233,0.027,2014-07-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Begge kjønn,347,0.001,2014-07-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Kvinner,145,0.001,2014-07-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Menn,202,0.002,2014-07-01
Fylker,Trøndelag,Delvis ledige,Begge kjønn,2001,0.009,2014-07-01
Fylker,Trøndelag,Delvis ledige,Kvinner,1108,0.01,2014-07-01
Fylker,Trøndelag,Delvis ledige,Menn,893,0.007,2014-07-01
Fylker,Trøndelag,Helt ledige,Begge kjønn,6498,0.028,2014-07-01
Fylker,Trøndelag,Helt ledige,Kvinner,3086,0.028,2014-07-01
Fylker,Trøndelag,Helt ledige,Menn,3412,0.027,2014-07-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Begge kjønn,294,0.002,2014-07-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Kvinner,143,0.003,2014-07-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Menn,151,0.002,2014-07-01
Fylker,Vestfold,Delvis ledige,Begge kjønn,1118,0.009,2014-07-01
Fylker,Vestfold,Delvis ledige,Kvinner,633,0.011,2014-07-01
Fylker,Vestfold,Delvis ledige,Menn,485,0.008,2014-07-01
Fylker,Vestfold,Helt ledige,Begge kjønn,4057,0.034,2014-07-01
Fylker,Vestfold,Helt ledige,Kvinner,1897,0.033,2014-07-01
Fylker,Vestfold,Helt ledige,Menn,2160,0.035,2014-07-01
Fylker,Vestland,Arbeidssøkere på tiltak,Begge kjønn,550,0.002,2014-07-01
Fylker,Vestland,Arbeidssøkere på tiltak,Kvinner,255,0.002,2014-07-01
Fylker,Vestland,Arbeidssøkere på tiltak,Menn,295,0.002,2014-07-01
Fylker,Vestland,Delvis ledige,Begge kjønn,1891,0.006,2014-07-01
Fylker,Vestland,Delvis ledige,Kvinner,1106,0.007,2014-07-01
Fylker,Vestland,Delvis ledige,Menn,785,0.005,2014-07-01
Fylker,Vestland,Helt ledige,Begge kjønn,7666,0.023,2014-07-01
Fylker,Vestland,Helt ledige,Kvinner,3786,0.025,2014-07-01
Fylker,Vestland,Helt ledige,Menn,3880,0.022,2014-07-01
Fylker,Østfold,Arbeidssøkere på tiltak,Begge kjønn,393,0.003,2014-07-01
Fylker,Østfold,Arbeidssøkere på tiltak,Kvinner,186,0.003,2014-07-01
Fylker,Østfold,Arbeidssøkere på tiltak,Menn,207,0.003,2014-07-01
Fylker,Østfold,Delvis ledige,Begge kjønn,1484,0.01,2014-07-01
Fylker,Østfold,Delvis ledige,Kvinner,817,0.012,2014-07-01
Fylker,Østfold,Delvis ledige,Menn,667,0.009,2014-07-01
Fylker,Østfold,Helt ledige,Begge kjønn,5458,0.038,2014-07-01
Fylker,Østfold,Helt ledige,Kvinner,2614,0.039,2014-07-01
Fylker,Østfold,Helt ledige,Menn,2844,0.038,2014-07-01
Landet,Landet,Arbeidssøkere på tiltak,Begge kjønn,5815,0.002,2014-07-01
Landet,Landet,Arbeidssøkere på tiltak,Kvinner,2652,0.002,2014-07-01
Landet,Landet,Arbeidssøkere på tiltak,Menn,3163,0.002,2014-07-01
Landet,Landet,Delvis ledige,Begge kjønn,20793,0.008,2014-07-01
Landet,Landet,Delvis ledige,Kvinner,11182,0.009,2014-07-01
Landet,Landet,Delvis ledige,Menn,9611,0.007,2014-07-01
Landet,Landet,Helt ledige,Begge kjønn,79647,0.03,2014-07-01
Landet,Landet,Helt ledige,Kvinner,37333,0.029,2014-07-01
Landet,Landet,Helt ledige,Menn,42314,0.03,2014-07-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Begge kjønn,17,0.002,2014-07-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Kvinner,10,0.003,2014-07-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Menn,7,0.002,2014-07-01
