Navn,Org. nr.,Overordnet enhet,Antall ansatte,firfirmaid,Bedriftsstatus,Organisasjonsform,konsernopporgnr,Navn på overliggende enhet,Orgnr til toppenhet,Fylkesnavn,fylkesnavn,kommune_id,Kommunenummer,kommunenavn,Kommunenavn,Intervallkode antall ansatte,Omsetning i hele tusen,Driftsresultat i hele tusen,Dato for etablering,Sektorkode fra SSB,Privat eller offentlig,Nace_1_navn,Nace_5_navn,Nace_5_nr,Y (UTM33),X (UTM33),load_date,Lon,Lat
Jehan Misho Consulting,930879371,,0.0,17068698,1,Enkeltpersonforetak,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-03-06,Personlig næringsdrivende,Privat sektor,"Faglig, vitenskapelig og teknisk tjenesteyting",Oversettelses- og tolkevirksomhet,74.300,6572598.949999999,191872.83000000007,2026-08-05 03:37:01,"9,604816593188348","59,180277705580444"
Ordsenteret Audun Flaaten,930949841,930697249,0.0,17068543,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-01,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Skapende kunstnerisk virksomhet innenfor litteratur,90.111,6576156.16,190962.49000000022,2026-08-05 03:37:01,"9,583913135577788","59,21141913832134"
"Rsa, Kalinauskiene",930947946,930695106,0.0,17068390,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-01-05,,,Forretningsmessig tjenesteyting,Rengjøring av bygninger,81.210,6571023.859999999,193286.78000000026,2026-08-05 03:37:01,"9,631662358695259","59,16721784260516"
Gummigutt Holding AS,930946370,930692727,0.0,17068267,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-01-01,,,,,00.000,6574012.1,190749.8700000001,2026-08-05 03:37:01,"9,583250874093377","59,19209589142613"
DR. Kolloen,930945196,930691704,0.0,17068174,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2023-03-01,,,Helse- og sosialtjenester,Allmennlegetjenester,86.210,6555113.48,196824.96999999974,2026-08-05 03:37:01,"9,715275931629039","59,02748274864522"
Kink With Class AS,930944297,,,17068103,1,Aksjeselskap,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2023-01-02,Private aksjeselskaper mv.,Privat sektor,Varehandel,Detaljhandel med klær,47.710,6575457.58,191279.9299999997,2026-08-05 03:37:01,"9,590438557234602","59,205404634345854"
Indrebø Skog,930943282,930940259,0.0,17068019,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-28,,,"Jordbruk, skogbruk og fiske",Skogskjøtsel og andre skogbruksaktiviteter,02.100,6577394.869999999,190258.0599999996,2026-08-05 03:37:01,"9,569867959181042","59,22197972693551"
Kjersti Kamperhaug,930941794,,0.0,17067911,1,Enkeltpersonforetak,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-03-03,Personlig næringsdrivende,Privat sektor,"Faglig, vitenskapelig og teknisk tjenesteyting","All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted",74.990,6576539.640000001,192244.98000000045,2026-08-05 03:37:01,"9,60573165444153","59,215779622421366"
Valhalla Eigedom AS,930941387,930673870,0.0,17067880,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4028,4028,Kviteseid,KVITESEID,0-1,,,2023-01-01,,,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6602971.92,130639.37000000011,2026-08-05 03:37:01,"8,488146976565629","59,40252906204204"
Pj-Eiendom AS,830946632,930693154,0.0,17067598,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-01-02,,,Eiendomsvirksomhet,Kjøp og salg av egen fast eiendom,68.110,6568537.27,192882.51999999955,2026-08-05 03:37:01,"9,628118502323261","59,14469354230558"
Chase Holding AS,830945962,,0.0,17067593,1,Aksjeselskap,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,2023-02-14,Private aksjeselskaper mv.,Privat sektor,Transport og lagring,Passasjertransport på forespørsel utført av fører med kjøretøy,49.330,6655346.83,141033.6200000001,2026-08-05 03:37:01,"8,581073125758735","59,87891940589202"
Lege Cathrine Thunem,830944532,,0.0,17067581,1,Enkeltpersonforetak,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-03-03,Personlig næringsdrivende,Privat sektor,Helse- og sosialtjenester,"Spesialiserte legetjenester, unntatt psykiatriske legetjenester",86.221,6576408.039999999,191947.21999999974,2026-08-05 03:37:01,"9,600725730626285","59,214386991980966"
HSH - Paulsen,930934941,930673722,0.0,17067208,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2023-01-12,,,Forretningsmessig tjenesteyting,Beplantning av hager og parkanlegg,81.300,6616883.65,178092.6200000001,2026-08-05 03:37:01,"9,298636568934894","59,56580134388343"
MEL Porsgrunn 15 AS,930934763,930675997,0.0,17067193,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2022-09-24,,,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6569231.27,193635.7000000002,2026-08-05 03:37:01,"9,640253051786488","59,15144166028386"
Vindsvoll,930932744,930648981,0.0,17067027,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4028,4028,Kviteseid,KVITESEID,0-1,,,2023-01-03,,,"Jordbruk, skogbruk og fiske",Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon,01.420,6608019.640000001,132207.6200000001,2026-08-05 03:37:01,"8,506933861169752","59,44893923913497"
Socico - Hs Linjeforening,930931225,930807680,0.0,17066907,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2023-03-02,,,Annen tjenesteyting,Aktiviteter i andre medlemsorganisasjoner ellers,94.992,6567675.9399999995,195343.9500000002,2026-08-05 03:37:01,"9,6721558505493","59,13876135376985"
Industri Energi Repsol,930929921,929078098,0.0,17066810,9,,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,,,2023-03-02,,,Annen tjenesteyting,Aktiviteter i arbeidstakerorganisasjoner,94.200,6602436.4399999995,167494.45999999996,2026-08-05 03:37:01,"9,134568520393119","59,4284636863591"
Kakkelovner AS,930929085,,,17066742,1,Aksjeselskap,,,,Telemark,Telemark,4016,4016,Drangedal,DRANGEDAL,0-1,35.0,-118.0,2023-02-02,Private aksjeselskaper mv.,Privat sektor,Varehandel,Annen detaljhandel med andre nye varer,47.780,6568420.210000001,150031.4299999997,2026-08-05 03:37:01,"8,883425171227668","59,110588070288145"
Blohmé Snekkerverksted,930925640,930661503,0.0,17066310,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2023-01-03,,,Industri,Produksjon av møbler,31.000,6568622.619999999,195435.3700000001,2026-08-05 03:37:01,"9,672427915382736","59,147291658349715"
Philip Nesbakk,930925160,930921084,0.0,17066276,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4036,4036,Vinje,VINJE,0-1,,,2023-03-01,,,Undervisning,Undervisning innenfor idrett og rekreasjon,85.510,6621872.59,102747.96999999974,2026-08-05 03:37:01,"7,965439212594218","59,54562688697889"
Hestehoven AS,930923311,,0.0,17066133,1,Aksjeselskap,993924105,Porsgrunn Utvikling AS,939991034,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2022-12-19,Kommunale aksjeselskaper mv.,Privat sektor,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6567727.68,194558.54000000004,2026-08-05 03:37:01,"9,658417277253328","59,13866106204002"
Oddmund Stenstad,930920061,930649694,0.0,17065875,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,,,2023-01-03,,,"Jordbruk, skogbruk og fiske",Skogskjøtsel og andre skogbruksaktiviteter,02.100,6604379.470000001,163744.96999999974,2026-08-05 03:37:01,"9,065787543754853","59,4428395974134"
Nanocean AS,930919209,,,17065803,1,Aksjeselskap,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2023-01-20,Private aksjeselskaper mv.,Privat sektor,"Faglig, vitenskapelig og teknisk tjenesteyting","Industri-, produkt- og motedesignvirksomhet",74.110,6558250.93,195535.9299999997,2026-08-05 03:37:01,"9,688579218491727","59,054621821531896"
Nanosoil AS,930919098,,,17065794,1,Aksjeselskap,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2023-01-20,Private aksjeselskaper mv.,Privat sektor,"Faglig, vitenskapelig og teknisk tjenesteyting","Industri-, produkt- og motedesignvirksomhet",74.110,6558250.93,195535.9299999997,2026-08-05 03:37:01,"9,688579218491727","59,054621821531896"
Kjellaug Danielsen,930918105,930646857,0.0,17065718,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2023-01-01,,,Helse- og sosialtjenester,Forebyggende helsearbeid,86.992,6561707.98,196126.61000000034,2026-08-05 03:37:01,"9,694051889277732","59,08595579598944"
Nudy Lashes Abdalsattar,930917710,,0.0,17065689,1,Enkeltpersonforetak,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2023-03-01,Personlig næringsdrivende,Privat sektor,Annen tjenesteyting,Skjønnhetspleie,96.220,6566437.640000001,194167.70999999996,2026-08-05 03:37:01,"9,653420013140003","59,126845696138005"
Sha Total Oppusning Lalajev,930917451,,,17065677,1,Enkeltpersonforetak,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-03-01,Personlig næringsdrivende,Privat sektor,Bygge- og anleggsvirksomhet,Maler- og glassarbeid,43.340,6575740.0600000005,192055.20999999996,2026-08-05 03:37:01,"9,603553984987292","59,20849328233863"
Beijing House Bø AS,930916978,930895091,8.0,17065644,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,5-9,,,2023-01-27,,,Overnattings- og serveringsvirksomhet,Drift av restauranter,56.110,6601123.1,163476.4400000004,2026-08-05 03:37:01,"9,066188798223697","59,41353934858086"
Notodden Lufthavn Eiendom AS,930894117,,,17065467,1,Aksjeselskap,938583986,Notodden Kommune,938583986,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,2022-12-07,Kommunale aksjeselskaper mv.,Privat sektor,Transport og lagring,Andre tjenester tilknyttet lufttransport,52.230,6616432.390000001,175892.78000000026,2026-08-05 03:37:01,"9,260589610355247","59,560071645661175"
Sweet Harmonic Wold,930824275,,0.0,17065438,1,Enkeltpersonforetak,,,,Telemark,Telemark,4030,4030,Nissedal,NISSEDAL,0-1,,,2023-03-01,Personlig næringsdrivende,Privat sektor,Varehandel,Detaljhandel med nærings- og nytelsesmidler ellers,47.270,6568510.800000001,126863.03000000026,2026-08-05 03:37:01,"8,4812825639924","59,091750501771365"
Rørlegger Aslak Seltveit AS,830927212,937327250,0.0,17065404,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4032,4032,Fyresdal,FYRESDAL,0-1,,,2023-02-09,,,,,00.000,6579250.67,105261.24000000022,2026-08-05 03:37:01,"8,087620485779421","59,16806570135262"
L.E. Kolbjørnsrud,830926682,830662472,0.0,17065398,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2023-01-01,,,Forretningsmessig tjenesteyting,Kombinerte tjenester tilknyttet eiendomsdrift,81.100,6621377.27,165419.2999999998,2026-08-05 03:37:01,"9,068459904831112","59,59599993047042"
Halle Friluftsliv,930914452,930912735,0.0,17065258,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,,,2023-02-28,,,Forretningsmessig tjenesteyting,Guide- og reiseledervirksomhet,79.902,6600971.6899999995,162391.59999999963,2026-08-05 03:37:01,"9,047417835642172","59,411318639649394"
Heistad Løpeklubb,930911364,930908525,0.0,17065027,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2023-02-28,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Aktiviteter i idrettslag og -klubber,93.120,6561338.98,195782.1200000001,2026-08-05 03:37:01,"9,688577962443654","59,08241063444617"
IHZ AS,930910651,930733830,1.0,17064974,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2023-01-04,,,Forretningsmessig tjenesteyting,Kombinerte tjenester tilknyttet eiendomsdrift,81.100,6617582.43,176072.79000000004,2026-08-05 03:37:01,"9,262004600816935","59,57048642585697"
Shulha Shuba,930908223,,0.0,17064798,1,Enkeltpersonforetak,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,,,2023-02-28,Personlig næringsdrivende,Privat sektor,"Telekommunikasjon, dataprogrammering, konsulentvirksomhet, datainfrastruktur og andre tjenester tilk",Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer,62.200,6538619.6,178210.01999999955,2026-08-05 03:37:01,"9,416476142034943","58,86645870846983"
Rjukan & Tinn Hundepark,930907731,930905399,0.0,17064762,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-28,,,Annen tjenesteyting,Aktiviteter i andre medlemsorganisasjoner ellers,94.992,6569965.710000001,193175.3200000003,2026-08-05 03:37:01,"9,631208285798344","59,15767650345259"
"Mikka's Beauty, Camilla Mathisen",930907383,930905267,0.0,17064735,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-28,,,Annen tjenesteyting,Skjønnhetspleie,96.220,6577294.119999999,186263.13999999966,2026-08-05 03:37:01,"9,500348994857234","59,21814368398243"
Dollarstore,930900613,921784872,0.0,17064224,1,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2023-02-23,,,Varehandel,Detaljhandel med bredt vareutvalg ellers,47.120,6568115.66,193600.40000000037,2026-08-05 03:37:01,"9,64120234134946","59,14144138717127"
Ofstad Capital AS,930900052,,0.0,17064181,1,Aksjeselskap,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2023-01-16,Private aksjeselskaper mv.,Privat sektor,,,00.000,6539701.07,178105.4400000004,2026-08-05 03:37:01,"9,413108810733805","58,87604682262614"
Olsnes Ikt-Service,930897043,,0.0,17063958,1,Enkeltpersonforetak,,,,Telemark,Telemark,4034,4034,Tokke,TOKKE,0-1,,,2023-02-27,Personlig næringsdrivende,Privat sektor,"Telekommunikasjon, dataprogrammering, konsulentvirksomhet, datainfrastruktur og andre tjenester tilk",Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer,62.200,6616519.199999999,114280.1799999997,2026-08-05 03:37:01,"8,177639688208135","59,50867179443807"
Haugan Maskin Service,930890979,,0.0,17063890,1,Enkeltpersonforetak,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2023-02-27,Personlig næringsdrivende,Privat sektor,Bygge- og anleggsvirksomhet,Grunnarbeid,43.120,6618406.43,175977.5499999998,2026-08-05 03:37:01,"9,259069397562834","59,57777496064518"
Flislegger Tomas Holm AS,830908552,930908487,1.0,17063695,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-17,,,Bygge- og anleggsvirksomhet,Gulvlegging og tapetsering,43.330,6569810.49,193165.24000000022,2026-08-05 03:37:01,"9,631250837868826","59,15628140752646"
Bærø Holding AS,830906282,,0.0,17063680,1,Aksjeselskap,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2023-02-14,Private aksjeselskaper mv.,Privat sektor,,,00.000,6567247.08,193255.76999999955,2026-08-05 03:37:01,"9,636423540493258","59,13342705702474"
Soly Service AS,830905502,930864668,1.0,17063674,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4018,4018,Nome,NOME,0-1,,,2023-02-01,,,Bygge- og anleggsvirksomhet,Oppføring av bygninger,41.000,6585520.75,173494.53000000026,2026-08-05 03:37:01,"9,265418556108308","59,28202082372809"
Snekker Zbigniew Stanislaw Wojtyto,930896217,930895881,0.0,17063585,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2023-02-15,,,Bygge- og anleggsvirksomhet,Snekkerarbeid,43.320,6567678.84,194832.5700000003,2026-08-05 03:37:01,"9,663253613183505","59,138420929129765"
Sam Eydes Idrettsfond Sti,930893846,930702595,0.0,17063402,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2022-11-29,,,Annen tjenesteyting,Aktiviteter i fond/legat som støtter veldedige og allmennyttige formål,94.991,6567745.41,195222.3700000001,2026-08-05 03:37:01,"9,669943485454915","59,13929548162977"
Otern AS,930893145,930858978,,17063353,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-13,,,Transport og lagring,Lufttransport med gods,51.210,6579646.84,191239.4400000004,2026-08-05 03:37:01,"9,583783846643474","59,24282827773558"
Læringsverkstedet Hørte Barnehage AS,930891703,830869182,11.0,17063247,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,10-14,,,2022-11-25,,,Undervisning,Førskoleundervisning og drift av barnehager,85.100,6602232.210000001,167462.50999999978,2026-08-05 03:37:01,"9,134325073641458","59,4266140519048"
Made By Bala-Tangen,930891487,,0.0,17063231,1,Enkeltpersonforetak,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-24,Personlig næringsdrivende,Privat sektor,"Kulturell virksomhet, idrett og fritidsaktiviteter",Annen utøvende kunstnerisk virksomhet og underholdningsvirksomhet ikke nevnt annet sted,90.209,6570119.720000001,193192.45999999996,2026-08-05 03:37:01,"9,631290339450622","59,159065873911"
Elverhøi Holding AS,930888834,,0.0,17062899,1,Aksjeselskap,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,2023-02-09,Private aksjeselskaper mv.,Privat sektor,,,00.000,6616958.68,178007.9299999997,2026-08-05 03:37:01,"9,29703147072344","59,566406616856554"
Elevrådsenheten,930888494,930886246,0.0,17062872,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-23,,,Annen tjenesteyting,Aktiviteter i andre medlemsorganisasjoner ellers,94.992,6575874.43,192346.3799999999,2026-08-05 03:37:01,"9,608440367355648","59,20990578202982"
Britt Eriksen Foto & Frilans,930888249,930886084,0.0,17062856,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4018,4018,Nome,NOME,0-1,,,2023-02-01,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Skapende kunstnerisk virksomhet innenfor litteratur,90.111,6585367.57,171751.41999999993,2026-08-05 03:37:01,"9,235214609056825","59,279303985911454"
Sameiet Liabygget,930885479,930883182,0.0,17062650,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-23,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575872.25,192058.6900000004,2026-08-05 03:37:01,"9,603427632406358","59,20967765614392"
PIT Invest AS,930881929,930662712,1.0,17062392,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-01-02,,,,,00.000,6578258.699999999,191757.4400000004,2026-08-05 03:37:01,"9,594793244956536","59,23079483007774"
Gamleveien Utleie AS,930881813,,,17062384,1,Aksjeselskap,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,0.0,0.0,2023-01-30,Private aksjeselskaper mv.,Privat sektor,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6564252.6899999995,189219.09999999963,2026-08-05 03:37:01,"9,570453777843637","59,10372920165865"
Poxycon AS,830887652,930844047,0.0,17062224,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-01-24,,,Varehandel,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",46.840,6572742.369999999,192199.40000000037,2026-08-05 03:37:01,"9,610302974572244","59,181796661517055"
Mikkelsen Naturkraft,830886842,,0.0,17062218,1,Enkeltpersonforetak,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,,,2023-02-23,Personlig næringsdrivende,Privat sektor,Bygge- og anleggsvirksomhet,Oppføring av bygninger,41.000,6599179.779999999,162937.65000000037,2026-08-05 03:37:01,"9,059797548348763","59,39575103408846"
Foajékonsertens Venner,930877956,930795526,0.0,17061930,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-22,,,Annen tjenesteyting,Aktiviteter i andre medlemsorganisasjoner ellers,94.992,6576439.42,191833.4500000002,2026-08-05 03:37:01,"9,598697484019226","59,21458493797433"
Claussen Lyd & Bart,930876747,930873012,0.0,17061835,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2023-02-10,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,90.390,6572493.26,192420.1900000004,2026-08-05 03:37:01,"9,6145006506226","59,179729323004025"
