Organisasjonsnummer,Navn,Nivå enhetsregisteret,Antall ansatte
981901541,Kari s humlebrekke,1,
981923928,Terje skilbred,1,
981933494,Rune ripel,1,
981958632,Bjørg gunheim mo,1,
982039916,Mørkvik gård roy bleikelia,1,
982129664,Dalen guttorm,1,
982147468,Torgeir sivertsen,1,
982206189,Lars håvard gregersen,1,
982214483,Kjersti omsland,1,
982268966,Tor olav ødegården,1,
982354420,Aaltvedt gård,1,
982500419,Marit skinlo djuve,1,
982553059,Ingebjørg margrethe frøland hagen,1,
982568919,Geir landsverk,1,
982571405,Bergethon martinsen marthinsen,1,
982587077,Signe marie svalestog,1,
982606624,Arne torgeir ripegutu,1,
982672228,Inger lise finnebråten,1,
982687306,Øystein lian,1,
982707730,Homme steinar,1,
982710030,Harald bjørnflaten,1,
982809754,Gro kristine høgehaug ludvigsen,1,
982814294,Agnes heldal,1,
982821401,Tarjei aamlid,1,
982962854,Bodil hauge,1,
982990580,Jens tore aakre,1,
983036406,Sigurd lundeberg,1,
983056946,Tore øygarden,1,
983064191,Kari lindem lagesen,1,
983074375,Jan gudmund bleiklia,1,
983077765,Grete karin nes kilen,1,
983079296,Kjetil vik,1,
983080200,Magnar hovde,1,
983143865,Halvor nordal,1,
983160018,Paul åsmund grandås rokstad,1,
983173381,Tordis kollberg tveito,1,
983173543,Rune andreas johansen,1,
983180426,Olav austad,1,
983202438,Anne tone hytta larsen,1,
983339867,Gro ragnhild gundersen,1,
983351352,Geir olav haave amundfoss,1,
983389910,Svein romdal,1,
983390587,Jan erlend skeimo,1,
983391346,Bjørg irene abrahamsen,1,
983433863,Hans peter larsen svalheim,1,
983435645,Olav måbuholt,1,
983446477,Espen eie,1,
983493343,Espen kjeldsen,1,
983563880,Odd anders fjeld,1,
983564046,Arild otto nålby,1,
983585949,Jon bjørn øverland,1,
983650430,Erling bjørn øverbø,1,
983762654,Sigrunn våtveit,1,
983815324,Halgeir bergland,1,
983825990,Fosteråsen frank,1,
983879721,Bull consulting group,1,
983881203,Hegna invest,1,
983888585,Øystein grimsrud inngår i dødsbo,1,
983903509,Søndre sundsbarm rune g andersen,1,
983945716,Lilleland trygve,1,
984005350,Leif bærstad,1,
984015089,Bjørnar løvstad,1,
984031203,Gunhild gundersen,1,
984183119,Are fostervoll,1,
984195702,Olav nisi jr,1,
984216505,Åsmund kile,1,
984232063,Olaug mørkholt,1,
984248881,Inge audun dahle,1,
984259476,Heggtveit maskin,1,
984295618,Solveig rekanes,1,
984302924,Synnøve klausen,1,
984312083,Jon olav brunvatne,1,
984362463,Sigrid nygård,1,
984367589,Holte tor kjell,1,
984378440,Anlaug gjøystdal,1,
984393466,Jon olav rongved,1,
984393857,Gunnar eliassen inngår i dødsbo,1,
984414137,Solveig torstveit snippen,1,
984469764,Ole ivar slemmeli,1,
984476159,Randi løyte,1,
984492944,Einar sending solberg,1,
984573502,Olav lundeberg,1,
984641737,Kristine gjøystdal,1,
984679718,Svalbjørg helge bjørnfeld,1,
984703589,Tor andreas engell,1,
984820062,Egil stokken,1,
984990219,Sigve olav wiik,1,
985006369,Knut e vrålstad,1,
985025282,Eivind m nordgarden,1,
985060924,Svartdal hans magne,1,
985061971,Klovdal gård kjell wærstad,1,
985067015,Søndre ballestad gård knut kenneth ballestad,1,
985076138,Weseth,1,
985131996,Anne kaasa,1,
985160082,Bjørn osvald høiseth,1,
985176140,Trond inge haugen,1,
985180954,Paul-willy setane,1,
985187134,Vera andersen,1,
985200955,Eivind kroken,1,
985205531,Vidar tveiten,1,
985227187,Ragnar kleven,1,
985232253,Jarle tonstøl,1,
985277257,Ragnhild n folsland,1,
985360766,Fintland ole ivar,1,
985403228,Frode myhre,1,
985435324,Trond rinde,1,
985458634,Knut rune skaugen,1,
985467412,Arnfinn lurås,1,
985505209,Bjørg astrid svinjom,1,
985530211,Leif håkon haugan,1,
985579709,Kjell kaasa,1,
985610517,Åge hermanrud,1,
985625247,May myrvang,1,
985642745,Silje tveiten sannerholt,1,
985652201,Mona marie poppe,1,
985654301,Egil jonassen,1,
985804001,Bjørg dalen,1,
985937028,Grønstad skog - arne-olav tveit,1,
986007431,Hans sauar,1,
986011684,Holte gård lill anlaug sørby,1,
986069798,Peder rønningen,1,
986107665,Uppigard bondal hilde fosse,1,
986145834,Morten olav dyrud,1,
986176748,Geir haugan,1,
986184899,Tor oddvar steinsrud,1,
986208208,Thorbjørn skaardal,1,
986329560,Eva myrland,1,
986368884,Svein moe,1,
986375562,Atle halvor skoe,1,
986382992,Eivind gisholt,1,
986384146,Ctc maskinpartner AS,1,
986388842,Tove beate marum,1,
986469842,Ole øystein grøgård,1,
986493522,Jan ove grave,1,
986519998,Olav jarle nyheim,1,
986543376,Inger mai frøland,1,
986628533,Eilif bergan,1,
986644032,Signe hege holmvik,1,
986668683,Theodor aase,1,
986717099,Ragnar fahre,1,
986722548,Hans petter buer,1,
986745807,Tor even graasvold,1,
986777725,Fred åge svalestuen,1,
986800190,Ragnar halvorsen,1,
986804315,Trygve espestøyl,1,
986821228,Sveinung haugo,1,
986857923,Kjell magnar haugen,1,
986895345,Thor finmark,1,
986901833,Per egil wehus,1,
986909591,Morten nystrand,1,
986928243,Hans h årneshaugen,1,
986938745,Ingeborg helene tjønn,1,
986966749,Lindkjenn espen,1,
987031913,Jan hovdejord,1,
987083026,Stian særen,1,
987120010,Geir-tellev homme,1,
987459344,Gunnar snarteland,1,
987472154,Runar evensen,1,
987515090,Ingrid vibeke nesbakken,1,
987578696,Per halvor ettestad,1,
987586494,Svein olav gvammen,1,
987602821,Heggedokk herbjørn bakka,1,
987672021,Vibeto gård,1,
987689463,Arvid omtvedt,1,
987693010,Arne tjønna,1,
987715936,Thor wraa,1,
987743654,Bent bjørnsen,1,
987743662,Arne øygarden,1,
987774843,Torbjørn aabø,1,
987789476,Trygve nyheim,1,
987794429,Gry elisabeth sauro bujordet,1,
987812494,Tore bjellås,1,
987822104,Dagfinn sem-jacobsen,1,
987873698,Arne martin skaugen,1,
987898399,Gro svenum,1,
987944668,Torgrim øverland,1,
988072907,Vera sørvik,1,
988154113,Bjørn torgrim belatjønn,1,
988154512,Gunvor aslestad metveit,1,
988224286,Gunvald venås inngår i dødsbo,1,
988252980,Erling løkamoen,1,
988264806,Torbjørg o kleppen,1,
988347140,Kjetil ova runningen,1,
988362190,Tveitan gård AS,1,
988368687,Anne lise enerhaugen,1,
988502979,Anne synøve vale aase,1,
988545740,Jan olav øygarden,1,
988580414,Kevin slettemeås,1,
988601543,Nedre ormekvaalen harald kvaalen,1,
988604445,Vera elisabeth tinnes solaas,1,
988624012,Per inge rønningen,1,
988637718,Liengen kittilsen skog ans,1,
988697400,Thomas kristiansen,1,
988727814,Helle jeanette flom førland,1,
988758388,Jon realfsen,1,
988829323,Morten eivind haugan,1,
988861421,Knut tonna brakevatne,1,
988891568,Britt eriksen,1,
988925063,Øystein aasen,1,
988948233,Hilde marit øverbø,1,
989084739,Espelund holding AS,1,
989170791,Ole øystein bekkhus,1,
989290673,Ole flom haukvik,1,
989298712,Per wraa,1,
989309226,Frank alfred bråthen,1,
989310267,Lunde arne,1,
989322656,Knut utistog,1,
989382551,Grunde seltveit,1,
989400282,Åge johnny sauro,1,
989417525,Augon eika,1,
989446258,Kjell arne løvli AS,1,
989447807,Berit mogan lindheim,1,
989451987,Silvi montana v/carl diderik cappelen,1,
989453416,May britt sauro,1,
989461273,Bertha elisabeth hafredal,1,
989501526,Kari fauske flaatten,1,
989529447,Morten torsdalen,1,
989530135,Asbjørn rugstad,1,
989568191,Knut gustav skrede,1,
989653032,Lars k mæsel,1,
989663798,Bergit husstøyl,1,
989671324,Brødrene wefald da,1,
989695924,Frank jonskås,1,
989735888,Unni lisbeth sørensen kleiven,1,
989757040,Torgunn opsal,1,
989772694,Gunn myrann,1,
989785680,Inger lise kolle glenna,1,
989848666,Johan martin tovslid,1,
989893629,Tor golid,1,
989909541,Dag blikom consulting og skog,1,
990083770,Per steinar nesland,1,
990104174,Bamble ved da,1,
990322953,Hølje haugsjå,1,
990358958,Bjørn svalastoga,1,
990384614,Anne hay,1,
990425809,Knut jarle sørdalen,1,
990432309,Arvid kleppe gård,1,
990464030,Thorbjørn bamle,1,
990650632,Gunn marit stuverud bekkhus,1,
990755124,Kari-anne bamle kristensen,1,
990781478,Olav eriksen,1,
990800928,Aase øksland,1,
990925488,Roy andresen,1,
990956073,Sara fjågesund aase,1,
991065989,"Skori bilpleie, skori fjelldrift",1,
991096035,Kari saugerud,1,
991132058,Neby skog ans,1,
991207597,Gunnar grunnvik,1,
991397493,Kari sundet,1,
991495320,Sondre øverbø,1,
991509208,Stein helge lassemo,1,
991511067,Magne haugsjå,1,
991584978,Per espeland,1,
991615776,Kjell skjelbred,1,
991628509,Bjørn aslak brekke,1,
991922237,Sverre tveit,1,
991959955,Svenn skrikrud,1,
991995153,Frank roar hansen,1,
992002581,Anne bjørg listog,1,
992093552,Ole vidar tinderholt,1,
992116048,Jan petter klerck,1,
992191430,Knut åge felle,1,
992206578,Kjell vidar kløvsgård,1,
992221224,Hans verpe,1,
992225866,Anne graver,1,
992272007,Jon hallen laskemoen,1,
992279605,Bente anundskaas,1,
992306718,Aart de kruif,1,
992314338,Anne gravir klykken,1,
992364491,Tarjei thoresen,1,
992441828,Suistog midtbø,1,
992491108,Torgeir lognvik,1,
992529342,Rita marianne bekk harstveit,1,
992562110,Aase gnr. 92. bnr 1 Seljord kommune stein aase pettersen,1,
992574984,Valberg v/dagny karlander,1,
992579234,Kleivi gård sameige vistad,1,
992598336,Torgeir semb,1,
992613297,Pål lønnebakke,1,
992675179,Airbjørn bjørn veum seljevold,1,
992683821,Gisle valen,1,
992739924,Per øyvind jacobsen,1,
992826800,Trond fossing,1,
992858680,Tove brennekåsa nymoen,1,
992866578,Leif isak heivand,1,
992889225,Stein arild tveiten,1,
993045306,Svein aasmund aasen,1,
993047481,Mo gamle prestegard ingrid grøstad johnson,1,
993056391,Skaudalen harald solvang,1,
993108383,Margaret håtveit inngår i dødsbo,1,
993148113,Knut olav heddejord,1,
993181439,Knut nordstoga,1,
993199338,Trond skarvang,1,
993205583,Stein thorsrud,1,
993224561,Hans aaraas,1,
993279102,John kristian aarbakk,1,
993391220,Knut gaustad,1,
993451509,Jan roger andersen,1,
993473715,Svein olav hegglid,1,
993506176,Lid ved og utleie,1,
993609358,Liv hovden,1,
993614424,Terje aasen,1,
993745669,Vreim ved og skogservice da,1,
993879371,C7 anne solbraa,1,
993905704,Aasmund hylland olsnes,1,
993946265,Kristin ødegård,1,
993965995,Åbø gård hege k. håkonsen,1,
993970727,Tone bergit haugland,1,
994034170,Torgeir eklund,1,
994069624,Terje løite,1,
994072900,Lars g vibeto,1,
994075292,Anne bente kasland groven,1,
994142089,Telemark omsorgstjenester v/ tone heggtveit henriksen,1,
994184717,Strand gård,1,
994233483,Lars tveit,1,
994251112,Atle bringsås AS,1,
994263668,Arne haugholmen,1,
994280678,Øyvind a. hustveit,1,
994325841,Anne grethe lofthus,1,
994395564,Signe storåsen djuve,1,
994457071,Trond schei,1,
994476858,Tore tengesdal,1,
994508628,Aase marita tubaas,1,
994527576,Kjell magne lie,1,
994627473,Hans olav omtveit,1,
994669184,Gunhild høiby kveta,1,
994714929,Strand,1,
994794477,Sigmund haugen,1,
994794833,Stordal støa,1,
994864661,Mona julianah skruverud,1,
994894404,Torgeir angard,1,
994943049,Kjell nilsen,1,
995116693,Gunnvor brekke,1,
995133598,Njål petter bjørnstad,1,
995211491,Runar eriksrød,1,
995212080,Kristine leikvang,1,
995223902,Anne brennemo,1,
995261987,Heidi kolle hustvedt,1,
995319209,"Felland, randi johanne",1,
995330768,Arne isak tveitan,1,
995343487,Bustrak gaard skretteberg,1,
995426757,Ole johannes moen,1,
995441772,Sætre maskin v/ knut olav sætre,1,
995455390,Rollef bergan,1,
995477998,Edel bakås,1,
995511835,Bjørn rød,1,
995544954,Olav omland,1,
995556820,Hallgeir lie,1,
995627752,Gunn heidi berge,1,
995665360,Solvor mowinckel småkasin,1,
995666022,Søndre lohne,1,
995705206,Tuddal hytteservice oddvar hagen,1,
995742640,Helge syftestad,1,
995745860,Åsmund aspheim nielsen,1,
995776278,Per jacob moe,1,
995796201,Nigard håtveit i Tokke tore felland storhaug,1,
995829789,Ole ivar schia,1,
995850419,Ingar kaasa,1,
995874482,Anne tho,1,
995899647,Anne lise sætre,1,
995900408,Anne merete rorge,1,
996030016,Maren veberg,1,
996066649,Torgeir hovinbøle,1,
996102327,Even sortedal,1,
996107124,Torbjørn løvland,1,
996154211,Anita ustrerud,1,
996213544,Oddbjørn langerød,1,
996282023,Jan christer fehn,1,
996336069,Gunn haldis andersen,1,
996340856,Helge andersen byggland,1,
996350266,Fredrik nordgård,1,
996350304,Astrid liv gjømle,1,
996361519,Liv rønnaug myrkås,1,
996406040,Fuglemyr heidi thorsen,1,
996469026,Keretzis,1,
996651061,Kari lunde,1,
996687015,Per t haugstøl,1,
996734854,Ragnfrid hauen,1,
996737837,Audun skår,1,
996788687,Torjus folsland bolkesjø,1,
996854477,Ingunn nygård,1,
996912922,Kari jorunn austjore fetveit,1,
996928179,Tone gudrun wardenær,1,
996950980,Jan kvålo,1,
996958485,Tore bastnes,1,
997039890,Nygårds gardsbakeri,1,
997077024,Sem seterskog AS,1,
997099990,Torstein nyhus,1,
997137809,Åse ingebjørg kiland,1,
997169050,Mona hovden,1,
997280261,Bjørg soterud,1,
997331648,Jon jørn rinde,1,
997340736,Arnt olav brødsjø,1,
997372379,Kristian bronken,1,
997405633,Bernt holen,1,
997480236,Bergby trefelling,1,
997538846,Dan egil ljådal,1,
997599438,Geir torfinn nedrebø,1,
997608402,Jan sigurd tveiten,1,
997697316,Kjell negarden,1,
997713184,Øyvind solaas,1,
997713583,Inge johannes bakkåker,1,
997812395,Oddbjørn øverbø,1,
997977629,"Gisholt, inger susanne",1,
998002222,Kåre lindestad,1,
998064600,Thordis reinskås,1,
998142598,Fahre vtc,1,
998206626,Jonsbøen gårdsdrift kjell kristian kleivan,1,
998233666,Lars erik løberg,1,
998237173,Asbjørn holme,1,
998239435,Vesaas,1,
998281938,Anita sønstegård,1,
998286042,Heidi dusterud,1,
998390621,Lars skolås rorgemoen,1,
998601819,Annette aasen,1,
998626293,Leif hofsrud,1,
998685656,Christen knudsen skogsdrift,1,
998717035,Sjøtveit,1,
998822726,Eva Siljan,1,
998872650,Ingunn aannestad,1,
998878241,John eikehaug,1,
998888808,Audun waasjø,1,
999012914,Bamblekilen skog eiendom morten brugård,1,
999056989,"Gisholt, hans christian",1,
999134068,Terje rui serigstad,1,
999144055,Bente øygarden,1,
999214525,Lars halvard haugen,1,
999246885,Isper astrid fjeld,1,
999265952,Tore klovholt,1,
999266312,Nils per hovland,1,
999287999,Tråer hans olav,1,
999323103,Aslaug mattson,1,
999537235,Kari-mette tangvald holm,1,
999608639,Håvard haugan,1,
999616534,Olav n nirisrud,1,
999618472,Gyri midtveit,1,
999639844,Inga kristin nystein,1,
999647200,"Løvskeid, kai fredrik",1,
817247822,Isak musikk & sag dybwad,1,
819758492,Bamble skogsdrift AS,1,
821184282,Botne entreprenør AS,1,
823033702,Veselovsky,1,
823331002,Eirik dobbedal,1,
824382522,Løberg skog og anlegg,1,
825076182,Audun eliassen,1,
827614572,Einar kvålen,1,
829822202,Fossheim vedservice da,1,
833352962,Tynning og skog AS,1,
848277622,Uverud skogsmaskiner AS,1,
869175722,Odd vidar rui,1,
876191202,Bjørn luggens,1,
880664042,Skarvang skogsdrift AS,1,
889997192,Telemark trepleie AS,1,
912131033,Rinde traktorservice,1,
913987373,Kristian skrindebakke,1,
914040191,Jørn elvig,1,
914173035,Gunhild eikhom,1,
915854389,Skogvennlig-skåtøy wouter mijland,1,
916066201,Midt-Telemark trefelling v/arild aaland,1,
916327730,Hefre skogsdrift AS,1,
916625677,"Hegna skog- og graveservice, v/jon olav hegna",1,
916913540,Sverre sigurdsen,1,
917080348,Straume skog,1,
917450625,Hyttens skogdrift,1,
918126198,Telemark terreng og kraftservice AS,1,
918176055,Svinjom gard v/kjell magne vrålstad,1,
918775757,Flåtin hogst og sikkerhet AS,1,
920126286,Ved og entreprenørdrift AS,1,
921303343,Bleikelia skog og tre ans,1,
921304374,Christopher curtis,1,
921959567,Simen svenke follaug navjord,1,
922412448,Straume drift AS,1,
922610436,Tråer & sætre skogsdrift AS,1,
922868042,Groven skog AS,1,
923181482,Gs hogst og maskin AS,1,
923198032,Geir håkon myhre,1,
924515708,Bråthen skog og maskin,1,
924758724,Ruben breiland,1,
924839295,Aslaksen skog/veg og jakt.,1,
925166723,Jon inge kleven,1,
925826243,Heggem,1,
925964336,Tov midjås,1,
926034537,Vest-telemark skogsdrift AS,1,
926202065,Jesse bærland,1,
926363522,Storlid skog og maskin,1,
926868012,Ghm invest AS,1,
926897063,Knut tore sannes,1,
927172321,Morgan haugan,1,
928259307,Midtbø skogtjenester,1,
928447618,Råmunddal skogsdrift AS,1,
928756076,Jd nevestveit industri,1,
929494091,Henning eriksrød bang,1,
929729854,Olsson skogservice,1,
929762967,Fyresdal skog og ved da,1,
930083542,Ståland holding AS,1,
930165751,Ny skog AS,1,
930500895,As timber co,1,
930686085,Bjåen maskin & service AS,1,
930712434,Vebjørn kåsa,1,
930864978,Stensland skog og trepleie,1,
930953962,Tommy vadder hansen,1,
931096281,Bjørn erik næs,1,
931118188,Vt skog AS,1,
931240692,Stub-jakobsen skogtjenester,1,
931338749,Runar slåttun,1,
931599992,Håkon halvorsen,1,
931717359,Omsland sag,1,
931719912,Heimdal gård og grunnarbeid,1,
931721267,Skog og anleggstjenester AS,1,
931784323,Stein magne bårnes,1,
931827464,Hild jorid svalastog,1,
931978446,Engebretsen maskin & skog,1,
932185067,Ttv - tangstad,1,
932291061,Ved og salg Skien AS,1,
932458411,Vedsentralen AS,1,
933071782,Vimoved holding AS,1,
933180441,Vimoved AS,1,
933269760,Kviteseid skog og transport AS,1,
933358011,Tormodsgard skog og hage,1,
933358437,Tormodsgard hage og skogtjenester,1,
933616738,Tomas fostveit,1,
933795748,Emil andre holm,1,
933802272,Lundheim gård abrahamsen,1,
934010035,Veum skog AS,1,
934241762,Ausland maskin og trefelling,1,
934266560,Landsdal gård,1,
934280733,Telemark landskap AS,1,
934645227,Dahle skog og landbruk,1,
934806468,Sebastian nieckarz,1,
934829190,Gb skogservice bruveris,1,
934924878,Vrålstad skogpleie,1,
934937074,Ryntveit skog og anlegg AS,1,
935054818,Tveit traktor og maskindrift AS,1,
935076307,Torkild kittil kittilsen,1,
935387779,Breving naturtjenester,1,
935538343,Olav fjone,1,
935605911,Veco AS,1,
935641527,Straume drift as tvangsavviklingsbo,1,
935917042,Skogsentreprenør AS,1,
935983177,Jacobsen service,1,
936015824,Verpe lie transport,1,
936727425,Håkanes maskin,1,
951567558,Nedit AS,1,
958889720,Marit k larsen,1,
958962835,Vidar nordheim,1,
963036388,Halvor aarbakk,1,
968985760,Ole eivind kleiverud,1,
969102080,Olav fostveit,1,
969278464,Aakre nils,1,
969279274,Austad terje,1,
969442078,Skarvang knut m,1,
969931257,Ole brekke waale,1,
969964805,Venås olav,1,
970525203,Håkanes stein,1,
970525424,Wangen skog og transport lars jørgen wangen,1,
970525629,Olav j straand,1,
970552111,Tollef grønvold,1,
970556281,Reidar plassen,1,
970557571,Franklin gregory,1,
970587454,Geir waal,1,
970940820,Tarjei gjelstad,1,
970944370,Øygarden einar,1,
970998446,Sande rue skogsdrift ans,1,
971136626,Moland åsmund olav,1,
971649739,Jostein svartdal,1,
974353466,Tveit & sønn tømmerhåndtering da,1,
976008952,Jan olav kollberg,1,
976254805,Atle heibø,1,
976466985,Torgeir rydland,1,
976816293,John dalen,1,
977511836,Jarle westgård,1,
979303327,Helge aasen,1,
979784546,Trefelling i hagen svein løvåsen,1,
980328554,Stian reiersen,1,
980553442,Forestal trade torgeir aarhus,1,
982273153,Jostein aarø,1,
982556325,Øystein kopsland,1,
983156649,Ørnulf tollefsen,1,
983399851,Asbjørn sundsli,1,
983459145,Brynjulvsrud skogtjenester,1,
986528032,Jon ålykkja AS,1,
987675969,Oddvar skårdal,1,
987988622,Hustveit og klevar skog og maskin da,1,
988049301,Kjetil sollid,1,
988520799,Kim a felle,1,
989784307,Servicetveiten magne tveiten,1,
991335692,Lena romtveit,1,
993746460,Tveit gårdsdrift,1,
994336339,Arvid dalane,1,
995769905,Fjågesund skogsdrift AS,1,
996125343,Torgunn sunde,1,
997533062,Knut ingolf melby,1,
997904370,Kjell tveitereid,1,
998772060,V. opsahl skogsdrift AS,1,
823005172,Mastereid havfiske,1,
869168602,Geir morten kristoffersen,1,
879332362,Fisker kai dalene,1,
914962633,Jørn nilssen,1,
915457576,Mh havfiske AS,1,
917481121,Ole andreas rosenberg,1,
918344578,Morka fisk,1,
918349855,Jarle bleikelia,1,
920724191,Sveinung olsen,1,
923300295,Mostein fiskeri AS,1,
925224693,Magnus normann,1,
925302864,Sondre solli kvihaugen,1,
925862770,Ida marie iversen,1,
925887137,Abrahamsenfisk AS,1,
926419404,Amund mehlum,1,
