Level,Org. nr.,Navn,Parent Employees,Children Count,Children Sum,Difference,Matches
1 vs 2,933350886,Selvskapet AS,,1,0.0,,False
1 vs 2,933401278,Helge wesseltoft consulting,,1,0.0,,False
1 vs 2,933498468,"Kleivset inspeksjon, sikkerhet og service",,1,0.0,,False
1 vs 2,933508870,Mahdi murad consult,,1,0.0,,False
1 vs 2,933539563,Ifront consulting AS,,1,0.0,,False
1 vs 2,933634221,Stian svolsbru,,1,0.0,,False
1 vs 2,933664287,Ufs holding AS,,1,0.0,,False
1 vs 2,933670430,Cjb forvaltning AS,,1,0.0,,False
1 vs 2,933685896,Opplev Fyresdal AS,,1,0.0,,False
1 vs 2,933707385,Ing. harald nilsen,,1,0.0,,False
1 vs 2,933736768,Plan pn næs,,1,0.0,,False
1 vs 2,933752461,Ingeborg nordbø,,1,0.0,,False
1 vs 2,933879526,Skinmo AS,,1,0.0,,False
1 vs 2,934020464,Holmern m6,,1,0.0,,False
1 vs 2,934035593,Elisabeth frederiksen,,1,0.0,,False
1 vs 2,934127285,Einar håndlykken,,1,0.0,,False
1 vs 2,934253825,Muniente software solutions muniente llorens,,1,0.0,,False
1 vs 2,934347439,Evensen regnskap og rådgivning,,1,0.0,,False
1 vs 2,934384911,Enivi AS,,1,0.0,,False
1 vs 2,934433882,Opkon management jens christian thysted,,1,0.0,,False
1 vs 2,934453751,Kvernstuen,,1,0.0,,False
1 vs 2,934474066,Isa service solutions,,1,0.0,,False
1 vs 2,934483634,Holmgard consult,,1,0.0,,False
1 vs 2,934489047,Katherina liwanag - konsulent,,1,0.0,,False
1 vs 2,934489128,Kevin james leif shorter - konsulent,,1,0.0,,False
1 vs 2,934565401,Fredøy gruppen AS,,1,0.0,,False
1 vs 2,934646525,Waagø konsulent,,1,0.0,,False
1 vs 2,934650360,Harmonisk business AS,,1,0.0,,False
1 vs 2,934668510,Mm4 management AS,,1,0.0,,False
1 vs 2,934910001,Nylund rgnfokus,,1,0.0,,False
1 vs 2,934913426,"Hseq consulting, sr sakshaug",,1,0.0,,False
1 vs 2,934992431,Ottar bjering,,1,0.0,,False
1 vs 2,934993292,Thomas consultancy,,1,0.0,,False
1 vs 2,934997727,Norskmiljøintervensjon AS,,1,0.0,,False
1 vs 2,935036488,Autoflyt shehadeh gruppen,,1,0.0,,False
1 vs 2,935080762,Synthesis interim AS,,1,0.0,,False
1 vs 2,935095182,Dirso AS,,1,0.0,,False
1 vs 2,935136660,Lundqvist app 88,,1,0.0,,False
1 vs 2,935156165,Helene berven eggum,,1,0.0,,False
1 vs 2,935225345,Inger-lise welo,,1,0.0,,False
1 vs 2,935232805,Ækte ledelse gundersen,,1,0.0,,False
1 vs 2,935271894,Porsanger næringspartner,,1,0.0,,False
1 vs 2,935290317,Thorstein trogstad,,1,0.0,,False
1 vs 2,935314402,Wangene AS,,1,0.0,,False
1 vs 2,935330491,Drangr AS,,1,0.0,,False
1 vs 2,935331382,Eksperttjeneste rolf larsen,,1,0.0,,False
1 vs 2,935347947,Nypotatis AS,,1,0.0,,False
1 vs 2,935368677,"Society of petroleum engineers, Porsgrunn section",,1,0.0,,False
1 vs 2,935403693,Pygmalion rådgivning jan westli johannessen,,1,0.0,,False
1 vs 2,935505720,Truls r. jørgensen,,1,0.0,,False
1 vs 2,935572150,Nyland consulting,,1,0.0,,False
1 vs 2,935591414,"Eikeland advice&service, ea&s",,1,0.0,,False
1 vs 2,935617901,Malmhella maritim as konkursbo,,1,0.0,,False
1 vs 2,935631009,Elire group as tvangsavviklingsbo,,1,0.0,,False
1 vs 2,935638712,Paganini as tvangsavviklingsbo,,1,0.0,,False
1 vs 2,935643260,Coenen consultancy,,1,0.0,,False
1 vs 2,935651573,Kjerneledelse vreim marte,,1,0.0,,False
1 vs 2,935706009,Risq AS,,1,0.0,,False
1 vs 2,935706556,Knudsen consulting AS,,1,0.0,,False
1 vs 2,935903882,Rød-knudsen management consulting,,1,0.0,,False
1 vs 2,935939410,Simona kobiela,,1,0.0,,False
1 vs 2,935955696,Kivle konsulent AS,,1,0.0,,False
1 vs 2,935974089,Grundsund rekruttering,,1,0.0,,False
1 vs 2,935978297,Hans bakke konsult,,1,0.0,,False
1 vs 2,936064973,Stormyr konsulent AS,,1,0.0,,False
1 vs 2,936084621,Xtrahjølp AS,,1,0.0,,False
1 vs 2,936106765,Admoneo AS,,1,0.0,,False
1 vs 2,936124798,Tg promotion ved grave,,1,0.0,,False
1 vs 2,936163122,Mads zimmermann,,1,0.0,,False
1 vs 2,936190448,Fyrtårnet AS,,1,0.0,,False
1 vs 2,936215475,Anders christian hansen,,1,0.0,,False
1 vs 2,936224520,12f stensrud,,1,0.0,,False
1 vs 2,936323650,H&h gruppen as konkursbo,,1,0.0,,False
1 vs 2,936352286,Parr awp consulting,,1,0.0,,False
1 vs 2,936417574,Shold as konkursbo,,1,0.0,,False
1 vs 2,936441394,Nova nexus AS,,1,0.0,,False
1 vs 2,936474993,Wilhelmsen rådgivning,,1,0.0,,False
1 vs 2,936555365,Led effektivt svendsen,,1,0.0,,False
1 vs 2,936766749,Revisorteam AS,,1,0.0,,False
1 vs 2,939589937,Metacom AS,,1,0.0,,False
1 vs 2,940352193,Tele-mat lunde AS,,1,0.0,,False
1 vs 2,954980731,Norgesrådgivning AS,,1,0.0,,False
1 vs 2,955369874,Jan lepperød økonomisk-administrativ bistand,,1,0.0,,False
1 vs 2,960386213,Aarrestad konsult øystein aarrestad,,1,0.0,,False
1 vs 2,961315913,Micro regnskap og data paul morten oredalen,,1,0.0,,False
1 vs 2,961975131,Sentro management øyvind lunde,,1,0.0,,False
1 vs 2,962488234,Bjørn sti statsautorisert revisor,,1,0.0,,False
1 vs 2,966210184,Delta support AS,,1,0.0,,False
1 vs 2,969101300,Signe bringsvær,,1,0.0,,False
1 vs 2,969249219,Veda v/bernt dahle,,1,0.0,,False
1 vs 2,969785153,Karl gunnar sanda,,1,0.0,,False
1 vs 2,970395741,Anders b. lunde rådgivning,,1,0.0,,False
1 vs 2,971206039,Arne ettestad,,1,0.0,,False
1 vs 2,972410675,Thorsberg jan harald,,1,0.0,,False
1 vs 2,974401002,Lise ditlefsen,,1,0.0,,False
1 vs 2,974969777,Atle aastad,,1,0.0,,False
1 vs 2,976960734,Porsgrunn min by AS,,1,0.0,,False
1 vs 2,977101921,Talent gallery AS,,1,0.0,,False
1 vs 2,979481438,Rykkelid produksjons og bedriftsutvikling,,1,0.0,,False
1 vs 2,980417700,Siviløkonom per christian voss,,1,0.0,,False
1 vs 2,980450783,Ltl 24 AS,,1,0.0,,False
1 vs 2,980623696,Notodden i sentrum AS,,1,0.0,,False
1 vs 2,980712869,New link AS,,1,0.0,,False
1 vs 2,980986004,Astono AS,,1,0.0,,False
1 vs 2,981231589,Impro x AS,,1,0.0,,False
1 vs 2,981440900,Øyvind drangsland AS,,1,0.0,,False
1 vs 2,981850467,Ansgar berg,,1,0.0,,False
1 vs 2,981865642,Sjur petter ajer,,1,0.0,,False
1 vs 2,982193028,Ibsenbusiness AS,,1,0.0,,False
1 vs 2,982269245,Konsulent r a langeland,,1,0.0,,False
1 vs 2,982605431,Hd konsult helge dyngen,,1,0.0,,False
1 vs 2,982606799,Sigurd holtskog jr,,1,0.0,,False
1 vs 2,982833396,Tore wendelborg,,1,0.0,,False
1 vs 2,983753701,Plan partner erik helstad,,1,0.0,,False
1 vs 2,984026013,Mevind holding AS,,1,0.0,,False
1 vs 2,984150652,Pt consult peter talseth,,1,0.0,,False
1 vs 2,984754094,Skårdal rådgiving AS,,1,0.0,,False
1 vs 2,985228221,Plan v AS,,1,0.0,,False
1 vs 2,985602719,In fidem consulting jan helge østensen,,1,0.0,,False
1 vs 2,985767327,Bjørn bilberg,,1,0.0,,False
1 vs 2,986236759,Bedriftsagenten AS,,1,0.0,,False
1 vs 2,986454721,Vicnor AS,,1,0.0,,False
1 vs 2,986528431,Stig kolbjørnsen consulting,,1,0.0,,False
1 vs 2,986697772,Cirkus AS,,1,0.0,,False
1 vs 2,987022663,Nilan AS,,1,0.0,,False
1 vs 2,987515546,Wen AS,,1,0.0,,False
1 vs 2,987776714,Flaaterud consulting,,1,0.0,,False
1 vs 2,988597589,Pt consulting AS,,1,0.0,,False
1 vs 2,988695238,Tuftheim consulting AS,,1,0.0,,False
1 vs 2,988737089,Skaltor AS,,1,0.0,,False
1 vs 2,988739693,M3 media AS,,1,0.0,,False
1 vs 2,988839167,Gurholt AS,,1,0.0,,False
1 vs 2,988964859,Fredriksten AS,,1,0.0,,False
1 vs 2,988987999,Dkn consult AS,,1,0.0,,False
1 vs 2,989041835,Erik lindseth,,1,0.0,,False
1 vs 2,989127926,Findal & findal holding AS,,1,0.0,,False
1 vs 2,989223321,Sunhill invest AS,,1,0.0,,False
1 vs 2,989231790,Isak m. nilsen AS,,1,0.0,,False
1 vs 2,989966480,Gambetta AS,,1,0.0,,False
1 vs 2,990633029,Portahead AS,,1,0.0,,False
1 vs 2,990727627,Riis AS,,1,0.0,,False
1 vs 2,990871892,Tk consult AS,,1,0.0,,False
1 vs 2,991136614,Jorunn landsverk,,1,0.0,,False
1 vs 2,991416552,Grenland hms AS,,1,0.0,,False
1 vs 2,991585699,Tonni andersen,,1,0.0,,False
1 vs 2,991666966,Sigurd karlsen,,1,0.0,,False
1 vs 2,991932038,Plusskon gisle lunde,,1,0.0,,False
1 vs 2,992893737,Holte invest,,1,0.0,,False
1 vs 2,993150029,Lill andersen,,1,0.0,,False
1 vs 2,993380660,Sandvik consulting v/ jaran sandvik,,1,0.0,,False
1 vs 2,993489077,Evi solberg,,1,0.0,,False
1 vs 2,993588806,Feste rådgivning AS,,1,0.0,,False
1 vs 2,993837350,Xstore - tore bjørn pettersen,,1,0.0,,False
1 vs 2,993875546,Friherre falch,,1,0.0,,False
1 vs 2,993950874,Sigfred haugen,,1,0.0,,False
1 vs 2,994163809,S.i.haugerud consulting AS,,1,0.0,,False
1 vs 2,994730002,Kiby AS,,1,0.0,,False
1 vs 2,994962981,Sørensen consult,,1,0.0,,False
1 vs 2,995159317,Miljø-energi AS,,1,0.0,,False
1 vs 2,995331063,Meen AS,,1,0.0,,False
1 vs 2,995985810,Icon invest AS,,1,0.0,,False
1 vs 2,996014606,Di consulting AS,,1,0.0,,False
1 vs 2,996313093,Slottsbrogruppen AS,,1,0.0,,False
1 vs 2,997107993,Jan hansen rådgivning,,1,0.0,,False
1 vs 2,997129466,Cr group AS,,1,0.0,,False
1 vs 2,997341236,Capitalia AS,,1,0.0,,False
1 vs 2,997557778,Bfive AS,,1,0.0,,False
1 vs 2,997687957,Jan terje olsen,,1,0.0,,False
1 vs 2,998174503,Pagi AS,,1,0.0,,False
1 vs 2,998353602,Essnor AS,,1,0.0,,False
1 vs 2,998616492,Catering kompaniet AS,,1,0.0,,False
1 vs 2,998736110,Scgn AS,,1,0.0,,False
1 vs 2,998845718,Fleming industrier AS,,1,0.0,,False
1 vs 2,999122558,Habsan consulting gobdoon,,1,0.0,,False
1 vs 2,999177271,Cyberworks AS,,1,0.0,,False
1 vs 2,999220525,Nordskog coaching,,1,0.0,,False
1 vs 2,818198302,Strandskog landskap og arkitektur,,1,0.0,,False
1 vs 2,819145482,Berit hage sivilarkitekt mnal,,1,0.0,,False
1 vs 2,820194632,Lundesgaard arkitektkontor,,1,0.0,,False
1 vs 2,870284462,Andresen bjørnar arkitektkontor,,1,0.0,,False
1 vs 2,879626862,Hallvard nordskog AS,,1,0.0,,False
1 vs 2,895612642,Arkitekt ludvig hoddø,,1,0.0,,False
1 vs 2,898383172,Buen garnås AS,,1,0.0,,False
1 vs 2,912210294,Ecoarc AS,,1,0.0,,False
1 vs 2,913129504,Rabb arkitekter AS,,1,0.0,,False
1 vs 2,913328965,Per eugen garnås,,1,0.0,,False
1 vs 2,915181171,Sivilarkitekt silje søntvedt,,1,0.0,,False
1 vs 2,917524726,Fyresdal plan og oppmåling kristin libjå,,1,0.0,,False
1 vs 2,918595635,Tegneservice Notodden rune løkja,,1,0.0,,False
1 vs 2,921168411,Solheimhus AS,,1,0.0,,False
1 vs 2,923175776,Hel heim arkitektur AS,,1,0.0,,False
1 vs 2,924546034,Sivilarkitekt gunnar dale,,1,0.0,,False
1 vs 2,924572086,Sivilarkitekt s. bothner og planhuset AS,,1,0.0,,False
1 vs 2,924695072,Bergkile arkitektur løberg,,1,0.0,,False
1 vs 2,925010707,Burns west coast,,1,0.0,,False
1 vs 2,925583723,Rebecca o c l ans,,1,0.0,,False
1 vs 2,926966014,Ferdinand skreosen,,1,0.0,,False
1 vs 2,928962385,Arkitekt-online AS,,1,0.0,,False
1 vs 2,929139755,Håkon m solheim siv.ark AS,,1,0.0,,False
1 vs 2,930738212,Nadiia dushko,,1,0.0,,False
1 vs 2,930787256,Sivilarkitekt silje søntvedt AS,,1,0.0,,False
1 vs 2,931747568,Kari røegh,,1,0.0,,False
1 vs 2,931785699,Episilo nilsen,,1,0.0,,False
1 vs 2,932091763,Aflyter bogacz arkitektur,,1,0.0,,False
1 vs 2,932223422,Vøle AS,,1,0.0,,False
1 vs 2,933005291,Semb berre byggdesign,,1,0.0,,False
1 vs 2,933645436,Arkitekt kristine glenna kragset AS,,1,0.0,,False
1 vs 2,933849546,Høgde AS,,1,0.0,,False
1 vs 2,935125871,Arkitekt sølve grønvold,,1,0.0,,False
1 vs 2,935837146,Modulor AS,,1,0.0,,False
1 vs 2,936221173,Bråthen arkitektur,,1,0.0,,False
1 vs 2,943885486,Atelier grøstad arkitektur AS,,1,0.0,,False
1 vs 2,965212574,Arkitektkontoret ing arnstein bjone,,1,0.0,,False
1 vs 2,970213325,Gjestland tormod,,1,0.0,,False
1 vs 2,970454144,Gunnar hallsteinsen siv ark mnal,,1,0.0,,False
1 vs 2,971645970,Lassen jan-erik byggprosjekt,,1,0.0,,False
1 vs 2,975923967,Fulltank atle geving,,1,0.0,,False
1 vs 2,977527074,Anders nordby arkitekt,,1,0.0,,False
1 vs 2,978635148,Arkitekt tore rønningen,,1,0.0,,False
1 vs 2,978708951,Landskapsarkitekt john lie,,1,0.0,,False
1 vs 2,979908431,Øko grønt AS,,1,0.0,,False
1 vs 2,981490274,3d arkitekter AS,,1,0.0,,False
1 vs 2,982420857,E134 haukelivegen AS,,1,0.0,,False
1 vs 2,986323813,Tore magnus nesje nybø,,1,0.0,,False
1 vs 2,987417994,Helle sjåvåg sivilarkitekt mnal,,1,0.0,,False
1 vs 2,987545151,Context AS,,1,0.0,,False
1 vs 2,987634251,Arkitekt finn christiansen AS,,1,0.0,,False
1 vs 2,988639176,Lars haakanes,,1,0.0,,False
1 vs 2,989745654,Ario AS,,1,0.0,,False
1 vs 2,990250871,Z-ark AS,,1,0.0,,False
1 vs 2,991772278,Boblen arkitektkontor - ane i. heskestad,,1,0.0,,False
1 vs 2,995454432,Adaptiv arkitektur AS,,1,0.0,,False
1 vs 2,995711664,Norsjø arkitekter AS,,1,0.0,,False
1 vs 2,996283992,Arkitektkontoret morten jahren AS,,1,0.0,,False
1 vs 2,997892925,Jens o. høibø,,1,0.0,,False
1 vs 2,997934431,Norsk bygningsbevaring - siv. ark. jan abrahamsen,,1,0.0,,False
1 vs 2,814014452,Oddvar rønning,,1,0.0,,False
1 vs 2,814519112,Kjesan consult AS,,1,0.0,,False
1 vs 2,825471502,Str8line AS,,1,0.0,,False
1 vs 2,829553732,Bakke - baneteknikk,,1,0.0,,False
1 vs 2,829924102,Ewelina polak,,1,0.0,,False
1 vs 2,831328762,Leoma prosjekt AS,,1,0.0,,False
1 vs 2,832932892,Bjåen AS,,1,0.0,,False
1 vs 2,833166662,Steel and site engineering heiland,,1,0.0,,False
1 vs 2,833478672,Pese invest AS,,1,0.0,,False
1 vs 2,833481142,Olav grave anleggskonsult AS,,1,0.0,,False
1 vs 2,834241072,Kragh holding AS,,1,0.0,,False
1 vs 2,835270432,Søknadspartner AS,,1,0.0,,False
1 vs 2,835283712,Sivilingeniør lars tangerås AS,,1,0.0,,False
1 vs 2,835417662,Varde rådgivning AS,,1,0.0,,False
1 vs 2,835602362,Balchen elektrocad,,1,0.0,,False
1 vs 2,836237072,Paunan AS,,1,0.0,,False
1 vs 2,879843952,Agnar AS,,1,0.0,,False
1 vs 2,890281702,K-firma vetle tollefsen,,1,0.0,,False
1 vs 2,912077691,Tegneriet bygg og interiørdesign AS,,1,0.0,,False
1 vs 2,912478440,Byggkontroll rune hogstad,,1,0.0,,False
1 vs 2,912516520,Dinbyggsøknad v/eikeland,,1,0.0,,False
1 vs 2,912830624,2m morten moen,,1,0.0,,False
1 vs 2,913705564,Siv ing anders d johansen AS,,1,0.0,,False
1 vs 2,913777646,Multisteel AS,,1,0.0,,False
1 vs 2,914095565,"Ph papirarbeid, peter holskar",,1,0.0,,False
1 vs 2,914936187,Tove bringsvær,,1,0.0,,False
1 vs 2,915232388,Inge midtbø,,1,0.0,,False
1 vs 2,915258085,Hvammen bygg og hytteservice,,1,0.0,,False
1 vs 2,915764134,P.g.n. never david cuellar rosales,,1,0.0,,False
1 vs 2,916506252,Singularity engineering AS,,1,0.0,,False
1 vs 2,916567367,Rom sprinkler AS,,1,0.0,,False
1 vs 2,917085404,Haddeland verksteddrift AS,,1,0.0,,False
1 vs 2,917378754,Arne skogheim AS,,1,0.0,,False
1 vs 2,917763208,"Ing. granli, prosjekt- og byggeledelse",,1,0.0,,False
1 vs 2,917768099,Safelink ahc AS,,1,0.0,,False
1 vs 2,918353356,Technical solution AS,,1,0.0,,False
1 vs 2,918477985,Opus-prosjekt AS,,1,0.0,,False
1 vs 2,918543872,Byggmester ta kjeldal AS,,1,0.0,,False
1 vs 2,918555900,Henntek henning thorstensen,,1,0.0,,False
1 vs 2,919115181,Jr prosjekt AS,,1,0.0,,False
1 vs 2,919133937,Støyva holding AS,,1,0.0,,False
1 vs 2,919672099,Christian sæteren,,1,0.0,,False
1 vs 2,919676574,Pegasus AS,,1,0.0,,False
1 vs 2,919978708,Hp kittilsen rådgivning,,1,0.0,,False
1 vs 2,920049729,In consult AS,,1,0.0,,False
1 vs 2,920225217,Alseth engineering AS,,1,0.0,,False
1 vs 2,920553877,Olav grave AS,,1,0.0,,False
1 vs 2,920678114,Stokke teknisk tegner,,1,0.0,,False
1 vs 2,920852890,Birdz emergency bjørn fuglset,,1,0.0,,False
1 vs 2,920870686,Sikte landmåling AS,,1,0.0,,False
1 vs 2,921366086,Modulbryggen AS,,1,0.0,,False
1 vs 2,922319111,Hansen prosjekt,,1,0.0,,False
1 vs 2,922867801,Svanberg byggteknikk AS,,1,0.0,,False
1 vs 2,923181318,Namlos entreprenør,,1,0.0,,False
1 vs 2,924505192,Crg consulting - remi gundersen,,1,0.0,,False
1 vs 2,924645555,Ståland consult,,1,0.0,,False
1 vs 2,924713836,Hb plan AS,,1,0.0,,False
1 vs 2,924917024,Riv og reis - marius juknevicius,,1,0.0,,False
1 vs 2,925211575,Versto rådgivning AS,,1,0.0,,False
1 vs 2,925239844,Lars haukaas,,1,0.0,,False
1 vs 2,925273899,Tredje AS,,1,0.0,,False
1 vs 2,925531588,Byggesøknad oslo AS,,1,0.0,,False
1 vs 2,925785369,Ødegård byggkalkulasjon,,1,0.0,,False
1 vs 2,925791423,Jb bygg og rådgivning AS,,1,0.0,,False
1 vs 2,926382365,Torgeir haugen,,1,0.0,,False
1 vs 2,926611747,Magne wraa konsult,,1,0.0,,False
1 vs 2,926688456,Erik rø lurås,,1,0.0,,False
1 vs 2,927061619,Ingeniør nordli,,1,0.0,,False
1 vs 2,927109824,Hofstad dykk og anlegg,,1,0.0,,False
1 vs 2,927135205,Haugsel AS,,1,0.0,,False
1 vs 2,927177285,Bimfront AS,,1,0.0,,False
1 vs 2,927205076,Ingeniør per kristian aas,,1,0.0,,False
1 vs 2,927279037,Jancon trond jansen,,1,0.0,,False
1 vs 2,927714248,Tore kildal pkp-rådgivning,,1,0.0,,False
1 vs 2,927804077,Stein på stein holding AS,,1,0.0,,False
1 vs 2,927966441,Thor edvin erikstad,,1,0.0,,False
1 vs 2,928182932,T risvoll AS,,1,0.0,,False
1 vs 2,928206882,Eita consult AS,,1,0.0,,False
1 vs 2,928564819,Tel pa AS,,1,0.0,,False
1 vs 2,928646858,Egil kjensli,,1,0.0,,False
1 vs 2,928960404,Sigvarts 3d tegne og byggetjenester AS,,1,0.0,,False
1 vs 2,929155335,Vindabygg AS,,1,0.0,,False
1 vs 2,929368983,Frøland prosjekt,,1,0.0,,False
1 vs 2,929636422,Ing morten andersen,,1,0.0,,False
1 vs 2,929644751,Br rådgivning AS,,1,0.0,,False
1 vs 2,929727371,Impel AS,,1,0.0,,False
1 vs 2,930374075,Grit consult AS,,1,0.0,,False
1 vs 2,930945854,Kuciak solutions,,1,0.0,,False
1 vs 2,930975389,Rom elektro mortensen,,1,0.0,,False
1 vs 2,931064118,Siv.ing sakariasen,,1,0.0,,False
1 vs 2,931467875,Borgeraas & myrholt AS,,1,0.0,,False
1 vs 2,931656724,Albert isfeldt,,1,0.0,,False
1 vs 2,931797751,Mjcon AS,,1,0.0,,False
1 vs 2,931869183,Austjord plansak,,1,0.0,,False
1 vs 2,931883550,Ingeniør amund johnsen,,1,0.0,,False
1 vs 2,931951149,Grana construction AS,,1,0.0,,False
1 vs 2,932040948,Topograf AS,,1,0.0,,False
1 vs 2,932836343,Kragerø arkitekten AS,,1,0.0,,False
1 vs 2,932950421,Arnt magne haugen AS,,1,0.0,,False
1 vs 2,933058565,Mundal elektro,,1,0.0,,False
1 vs 2,933290247,T.a.hagen AS,,1,0.0,,False
1 vs 2,933393534,Bjåen holding AS,,1,0.0,,False
1 vs 2,933393917,In consult as tvangsavviklingsbo,,1,0.0,,False
1 vs 2,933453405,Geotec AS,,1,0.0,,False
1 vs 2,933505634,Kaasgaard assistance,,1,0.0,,False
1 vs 2,933522350,Søknadsprosedyrer-takstmann olav øyen,,1,0.0,,False
1 vs 2,933621294,Norheim konsult,,1,0.0,,False
1 vs 2,934217330,Versto boring og entreprenør,,1,0.0,,False
1 vs 2,934290968,Sj prosjekt AS,,1,0.0,,False
1 vs 2,934357434,Ekre anlegg AS,,1,0.0,,False
1 vs 2,934404106,G. johansson prosjekt,,1,0.0,,False
1 vs 2,935000831,Total tillit AS,,1,0.0,,False
1 vs 2,935067340,Solring anleggstenester AS,,1,0.0,,False
1 vs 2,935102383,Ja nesland AS,,1,0.0,,False
1 vs 2,935159431,Modus operandi consulting AS,,1,0.0,,False
1 vs 2,935185947,Byggmesteren din bulai,,1,0.0,,False
1 vs 2,935241162,Ppm prosjekt Porsgrunn AS,,1,0.0,,False
1 vs 2,935407788,Løvsjø AS,,1,0.0,,False
1 vs 2,935412196,Jan stian bjåen,,1,0.0,,False
1 vs 2,935722799,Jsb anlegg og konsulenttjenestar AS,,1,0.0,,False
1 vs 2,935816297,Morten moen konkursbo,,1,0.0,,False
1 vs 2,936007422,Nerdlab solutions - nenseth,,1,0.0,,False
1 vs 2,936021778,Radvila bygg & smartrp enk,,1,0.0,,False
1 vs 2,936050492,Eriksen konsulent,,1,0.0,,False
1 vs 2,936117473,Km van de wouw,,1,0.0,,False
1 vs 2,936140556,Pulse projects halvorsen,,1,0.0,,False
1 vs 2,936252060,Tangen company,,1,0.0,,False
1 vs 2,936278515,Robert nilsen konkursbo,,1,0.0,,False
1 vs 2,936318916,Anne bringsvær,,1,0.0,,False
1 vs 2,936415210,Sivertsen consulting,,1,0.0,,False
1 vs 2,939145893,Vestfold og Telemark prosjektutvikling AS,,1,0.0,,False
1 vs 2,953344122,L ø hoksrud,,1,0.0,,False
1 vs 2,958124872,Tore fæhn AS,,1,0.0,,False
1 vs 2,965880437,Kokkersvold AS,,1,0.0,,False
1 vs 2,967259357,Fredensborg v/rune engen-glug,,1,0.0,,False
1 vs 2,969963744,Odd gardsteig,,1,0.0,,False
1 vs 2,970213945,Skrindebakke plan og prosjekt,,1,0.0,,False
1 vs 2,970895086,Bankers AS,,1,0.0,,False
1 vs 2,974212269,Bamble boligprosjekter AS,,1,0.0,,False
1 vs 2,979323158,Olav haugholt,,1,0.0,,False
1 vs 2,979582471,Bdb ing b damberg byggesaksansvarlig AS,,1,0.0,,False
1 vs 2,979887868,Mats christensen,,1,0.0,,False
1 vs 2,979918283,August neubert,,1,0.0,,False
1 vs 2,980977803,Greivstad olav kjetil,,1,0.0,,False
1 vs 2,983706150,Ingeniørfirma gullik e bråthen AS,,1,0.0,,False
1 vs 2,985021694,Tak og fasadeforvaltning AS,,1,0.0,,False
1 vs 2,986500502,Tømrar eystein haugen,,1,0.0,,False
1 vs 2,987123052,K - konsult invest AS,,1,0.0,,False
1 vs 2,987196106,Www.eiendomsdrift.cc sa,,1,0.0,,False
1 vs 2,988102946,Siv.ing.olav holte,,1,0.0,,False
1 vs 2,988895148,Lahus consulting,,1,0.0,,False
1 vs 2,990602115,H h prosjektassistanse AS,,1,0.0,,False
1 vs 2,991631909,Nilsen consulting,,1,0.0,,False
1 vs 2,992721804,Telemark takst og byggvurdering AS,,1,0.0,,False
1 vs 2,994063871,Strandgaten 11 - stathelle AS,,1,0.0,,False
1 vs 2,996289389,Byggesakskonsulenten AS,,1,0.0,,False
1 vs 2,996345238,Stb bygg AS,,1,0.0,,False
1 vs 2,996391469,Bte bjørkheim takst & eiendom AS,,1,0.0,,False
1 vs 2,996513831,Multienergy AS,,1,0.0,,False
1 vs 2,997428986,Ingeniør five AS,,1,0.0,,False
1 vs 2,997935624,Berge rådgivning AS,,1,0.0,,False
1 vs 2,998240328,Idea engineering AS,,1,0.0,,False
1 vs 2,998408342,3dhuset bjørn trygve kaldråstøyl,,1,0.0,,False
1 vs 2,998578868,Langli design simon hodge,,1,0.0,,False
1 vs 2,999129609,Hj hestad prosjekt AS,,1,0.0,,False
1 vs 2,999156185,Prosjektform AS,,1,0.0,,False
1 vs 2,999183077,E-lønnebakke AS,,1,0.0,,False
1 vs 2,916017936,Geo trade AS,,1,0.0,,False
1 vs 2,923368701,Geokonsulenten bjørn magnus mowinckel nilsen narum,,1,0.0,,False
1 vs 2,926114174,Ree exploration AS,,1,0.0,,False
1 vs 2,930876089,Brynjulvsrud bakke geokonsult,,1,0.0,,False
1 vs 2,931659375,Terra consult AS,,1,0.0,,False
1 vs 2,934608372,Dauvi geo,,1,0.0,,False
1 vs 2,951934429,Geophysix AS,,1,0.0,,False
1 vs 2,980484548,Ree minerals holding AS,,1,0.0,,False
1 vs 2,823720742,Geotek AS,,1,0.0,,False
1 vs 2,914232368,Hel oppmåling helge lindeboom,,1,0.0,,False
1 vs 2,927049813,Sb anlegg AS,,1,0.0,,False
1 vs 2,976234901,Kartfirma anders fossøy,,1,0.0,,False
1 vs 2,811650072,Hobtech AS,,1,0.0,,False
1 vs 2,813451832,Thilmas AS,,1,0.0,,False
1 vs 2,813754002,Riis consult AS,,1,0.0,,False
1 vs 2,816149312,Tovsrud gård,,1,0.0,,False
1 vs 2,819177872,Lmserv AS,,1,0.0,,False
1 vs 2,820663462,Hchi AS,,1,0.0,,False
1 vs 2,821008042,Marine norseman AS,,1,0.0,,False
1 vs 2,822607772,Jonar AS,,1,0.0,,False
1 vs 2,823391692,Cmd montage AS,,1,0.0,,False
1 vs 2,826060352,Offshoreveien AS,,1,0.0,,False
1 vs 2,827118052,H2o solutions AS,,1,0.0,,False
1 vs 2,829349442,Stauper environment AS,,1,0.0,,False
1 vs 2,829610612,Vassfall AS,,1,0.0,,False
1 vs 2,829992892,Aa jore consult,,1,0.0,,False
1 vs 2,830103392,Lofthus el-tek AS,,1,0.0,,False
1 vs 2,830114092,Stokkeland brannrådgivning,,1,0.0,,False
1 vs 2,832147702,Ebersten ps,,1,0.0,,False
1 vs 2,832980862,Vannplan knut skjævesland,,1,0.0,,False
